time,wave_height,wave_period,wind_wave_peak_period,wave_direction,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_period,secondary_swell_wave_direction,sea_level_height_msl,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,invert_barometer_height
2022-11-26 00:00:00,0.98,5.15,,142,0.56,178,2.95,0.6,130,4.6,,,,,-0.42,23.2,0.6,342,-0.07
2022-11-26 01:00:00,0.96,5.15,,141,0.56,178,2.9,0.6,130,4.6,,,,,-0.36,23.2,0.6,342,-0.07
2022-11-26 02:00:00,0.96,5.15,,141,0.56,178,2.9,0.6,130,4.7,,,,,-0.23,23.1,0.6,342,-0.07
2022-11-26 03:00:00,0.94,5.1,,140,0.56,178,2.9,0.6,130,4.7,,,,,-0.05,23.1,0.5,0,-0.07
2022-11-26 04:00:00,0.94,5.05,,140,0.56,178,2.9,0.6,129,4.65,,,,,0.15,23.1,0.6,342,-0.06
2022-11-26 05:00:00,0.94,5.0,,139,0.58,179,2.95,0.58,127,4.6,,,,,0.3,23.1,0.6,342,-0.05
2022-11-26 06:00:00,0.94,5.0,,139,0.58,179,2.95,0.58,126,4.55,,,,,0.35,23.1,0.6,342,-0.05
2022-11-26 07:00:00,0.94,5.0,,136,0.58,174,2.95,0.58,124,4.55,,,,,0.32,23.1,0.4,333,-0.05
2022-11-26 08:00:00,0.96,5.0,,132,0.56,169,2.95,0.6,122,4.55,,,,,0.26,23.1,0.4,333,-0.05
2022-11-26 09:00:00,0.96,5.05,,129,0.56,164,2.9,0.6,120,4.6,,,,,0.21,23.1,0.4,333,-0.06
2022-11-26 10:00:00,1.0,5.15,,124,0.54,158,2.85,0.64,114,4.6,,,,,0.16,23.1,0.5,315,-0.06
2022-11-26 11:00:00,1.02,5.25,,119,0.5,151,2.75,0.68,108,4.65,,,,,0.08,23.1,0.4,297,-0.07
2022-11-26 12:00:00,1.06,5.4,,114,0.48,145,2.75,0.72,102,4.75,,,,,0.01,23.1,0.4,297,-0.08
2022-11-26 13:00:00,1.14,5.55,,111,0.54,141,2.85,0.82,96,5.0,,,,,-0.03,23.1,0.4,270,-0.08
2022-11-26 14:00:00,1.22,5.75,,108,0.6,138,3.05,0.9,90,5.35,,,,,-0.04,23.1,0.4,270,-0.08
2022-11-26 15:00:00,1.3,5.9,,105,0.66,134,3.2,1.0,84,5.65,,,,,0.0,23.1,0.4,270,-0.08
2022-11-26 16:00:00,1.36,6.05,,105,0.72,132,3.35,1.06,85,5.85,,,,,0.08,23.2,0.5,270,-0.07
2022-11-26 17:00:00,1.44,6.15,,104,0.8,131,3.55,1.1,85,6.05,,,,,0.13,23.2,0.5,270,-0.07
2022-11-26 18:00:00,1.5,6.3,,104,0.86,129,3.65,1.16,86,6.2,,,,,0.12,23.2,0.5,270,-0.06
2022-11-26 19:00:00,1.54,6.45,,103,0.88,126,3.7,1.22,88,6.3,,,,,0.03,23.2,0.5,270,-0.06
2022-11-26 20:00:00,1.6,6.6,,102,0.88,122,3.75,1.28,90,6.35,,,,,-0.07,23.3,0.5,270,-0.06
2022-11-26 21:00:00,1.64,6.75,,101,0.9,119,3.75,1.34,92,6.4,,,,,-0.14,23.3,0.5,270,-0.06
2022-11-26 22:00:00,1.66,6.85,,100,0.88,115,3.75,1.36,92,6.45,,,,,-0.22,23.3,0.6,252,-0.06
2022-11-26 23:00:00,1.68,6.9,,99,0.88,111,3.7,1.38,92,6.5,,,,,-0.31,23.3,0.6,236,-0.07
2022-11-27 00:00:00,1.7,6.95,,98,0.86,107,3.65,1.4,92,6.5,,,,,-0.38,23.3,0.6,236,-0.08
2022-11-27 01:00:00,1.7,7.05,,97,0.78,108,3.5,1.44,93,6.4,,,,,-0.39,23.3,0.6,236,-0.08
2022-11-27 02:00:00,1.68,7.1,,96,0.7,108,3.35,1.46,95,6.3,,,,,-0.35,23.3,0.6,236,-0.08
2022-11-27 03:00:00,1.68,7.2,,95,0.62,109,3.15,1.5,96,6.2,,,,,-0.25,23.3,0.6,236,-0.07
2022-11-27 04:00:00,1.66,7.25,,95,0.56,110,2.95,1.52,96,6.15,,,,,-0.1,23.3,0.6,236,-0.07
2022-11-27 05:00:00,1.66,7.3,,95,0.5,112,2.75,1.52,95,6.15,,,,,0.08,23.3,0.6,236,-0.06
2022-11-27 06:00:00,1.64,7.35,,95,0.44,113,2.7,1.54,95,6.2,,,,,0.18,23.3,0.5,225,-0.06
2022-11-27 07:00:00,1.66,7.35,,95,0.52,111,2.8,1.5,95,6.3,,,,,0.22,23.3,0.6,236,-0.06
2022-11-27 08:00:00,1.66,7.3,,95,0.58,108,3.05,1.48,94,6.4,,,,,0.22,23.3,0.6,236,-0.06
2022-11-27 09:00:00,1.68,7.3,,95,0.66,106,3.25,1.44,94,6.5,,,,,0.2,23.3,0.6,236,-0.06
2022-11-27 10:00:00,1.72,7.25,,95,0.76,103,3.5,1.42,93,6.55,,,,,0.17,23.3,0.6,236,-0.07
2022-11-27 11:00:00,1.74,7.25,,94,0.86,100,3.75,1.42,92,6.65,,,,,0.13,23.4,0.8,225,-0.07
2022-11-27 12:00:00,1.78,7.25,,94,0.96,97,3.85,1.4,91,6.65,,,,,0.07,23.4,0.6,236,-0.08
2022-11-27 13:00:00,1.76,7.3,,93,0.86,98,3.75,1.46,91,6.6,,,,,0.02,23.4,0.6,236,-0.08
2022-11-27 14:00:00,1.76,7.4,,93,0.76,99,3.5,1.5,92,6.55,,,,,-0.02,23.4,0.8,225,-0.08
2022-11-27 15:00:00,1.74,7.45,,92,0.66,100,3.25,1.56,92,6.45,,,,,-0.04,23.5,0.8,225,-0.08
2022-11-27 16:00:00,1.68,7.4,,93,0.58,102,3.05,1.52,92,6.3,,,,,-0.04,23.5,0.8,225,-0.08
2022-11-27 17:00:00,1.62,7.3,,93,0.5,103,2.8,1.48,93,6.15,,,,,-0.02,23.5,0.6,214,-0.07
2022-11-27 18:00:00,1.56,7.25,,94,0.42,105,2.65,1.44,93,6.05,,,,,0.0,23.5,0.6,236,-0.07
2022-11-27 19:00:00,1.54,7.2,,95,0.42,107,2.6,1.42,93,6.0,,,,,-0.05,23.5,0.6,236,-0.07
2022-11-27 20:00:00,1.52,7.2,,95,0.42,110,2.6,1.42,94,5.95,,,,,-0.15,23.5,0.5,225,-0.07
2022-11-27 21:00:00,1.5,7.15,,96,0.42,112,2.6,1.4,94,5.95,,,,,-0.25,23.5,0.5,225,-0.07
2022-11-27 22:00:00,1.48,7.1,,97,0.42,114,2.6,1.38,94,5.9,,,,,-0.32,23.5,0.4,243,-0.07
2022-11-27 23:00:00,1.48,7.05,,97,0.42,117,2.6,1.36,95,5.9,,,,,-0.36,23.5,0.4,243,-0.07
2022-11-28 00:00:00,1.46,7.0,,98,0.42,119,2.55,1.34,95,5.85,,,,,-0.42,23.5,0.5,225,-0.08
2022-11-28 01:00:00,1.44,7.0,,98,0.38,122,2.45,1.34,95,5.85,,,,,-0.46,23.5,0.4,243,-0.08
2022-11-28 02:00:00,1.44,7.05,,98,0.34,125,2.35,1.34,96,5.85,,,,,-0.46,23.4,0.4,243,-0.08
2022-11-28 03:00:00,1.42,7.1,,98,0.3,128,2.2,1.34,96,5.85,,,,,-0.43,23.4,0.4,243,-0.07
2022-11-28 04:00:00,1.42,7.15,,98,0.26,131,2.05,1.34,96,5.85,,,,,-0.34,23.4,0.4,243,-0.06
2022-11-28 05:00:00,1.42,7.25,,97,0.22,135,1.9,1.34,97,5.9,,,,,-0.2,23.4,0.4,243,-0.06
2022-11-28 06:00:00,1.42,7.3,,97,0.18,138,1.8,1.34,97,5.95,,,,,-0.06,23.4,0.4,243,-0.05
2022-11-28 07:00:00,1.44,7.4,,97,0.2,138,1.85,1.36,96,6.0,,,,,0.03,23.4,0.4,243,-0.05
2022-11-28 08:00:00,1.46,7.45,,96,0.24,139,2.0,1.4,96,6.1,,,,,0.07,23.3,0.4,243,-0.04
2022-11-28 09:00:00,1.48,7.5,,96,0.26,139,2.15,1.42,95,6.15,,,,,0.09,23.3,0.4,243,-0.04
2022-11-28 10:00:00,1.46,7.45,,96,0.3,140,2.25,1.38,94,6.15,,,,,0.11,23.3,0.4,243,-0.05
2022-11-28 11:00:00,1.42,7.3,,96,0.34,142,2.35,1.34,94,6.1,,,,,0.13,23.3,0.4,243,-0.05
2022-11-28 12:00:00,1.4,7.2,,96,0.38,143,2.45,1.3,93,6.1,,,,,0.13,23.3,0.4,243,-0.05
2022-11-28 13:00:00,1.42,7.15,,97,0.42,141,2.55,1.3,93,6.1,,,,,0.1,23.3,0.4,270,-0.05
2022-11-28 14:00:00,1.42,7.1,,98,0.46,139,2.7,1.3,94,6.1,,,,,0.07,23.4,0.4,270,-0.05
2022-11-28 15:00:00,1.44,7.05,,99,0.5,137,2.8,1.3,94,6.1,,,,,0.04,23.4,0.4,270,-0.04
2022-11-28 16:00:00,1.46,7.0,,100,0.54,135,2.9,1.3,94,6.1,,,,,0.01,23.4,0.4,270,-0.04
2022-11-28 17:00:00,1.48,6.9,,100,0.6,134,3.0,1.32,94,6.15,,,,,0.03,23.4,0.4,270,-0.03
2022-11-28 18:00:00,1.5,6.85,,101,0.64,132,3.1,1.32,94,6.15,,,,,0.06,23.4,0.4,270,-0.02
2022-11-28 19:00:00,1.52,6.85,,101,0.64,128,3.15,1.34,95,6.15,,,,,0.05,23.4,0.4,270,-0.02
2022-11-28 20:00:00,1.54,6.85,,101,0.64,124,3.15,1.38,96,6.1,,,,,0.0,23.4,0.4,270,-0.01
