time,wave_height,wave_period,wind_wave_peak_period,wave_direction,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_period,secondary_swell_wave_direction,sea_level_height_msl,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,invert_barometer_height
2022-08-26 00:00:00,0.72,7.75,,85,0.06,350,0.75,0.66,82,6.0,,,,,,,0.6,162,
2022-08-26 01:00:00,0.72,7.8,,85,0.06,351,0.8,0.68,82,6.05,,,,,,,0.4,153,
2022-08-26 02:00:00,0.72,7.85,,86,0.08,352,1.0,0.68,83,6.15,,,,,,,0.4,153,
2022-08-26 03:00:00,0.72,7.9,,86,0.08,353,1.2,0.7,83,6.25,,,,,,,0.4,153,
2022-08-26 04:00:00,0.74,7.95,,86,0.08,351,1.35,0.7,83,6.3,,,,,,,0.4,153,
2022-08-26 05:00:00,0.74,8.0,,86,0.1,348,1.5,0.7,83,6.35,,,,,,,0.4,153,
2022-08-26 06:00:00,0.76,8.0,,86,0.1,346,1.6,0.7,83,6.35,,,,,,,0.4,153,
2022-08-26 07:00:00,0.74,8.0,,86,0.1,347,1.65,0.7,83,6.35,,,,,,,0.4,153,
2022-08-26 08:00:00,0.74,7.95,,85,0.1,347,1.65,0.7,83,6.35,,,,,,,0.4,153,
2022-08-26 09:00:00,0.72,7.95,,85,0.1,348,1.6,0.7,83,6.35,,,,,,,0.4,153,
2022-08-26 10:00:00,0.74,7.95,,85,0.1,351,1.5,0.7,83,6.4,,,,,,,0.4,153,
2022-08-26 11:00:00,0.74,8.0,,85,0.1,354,1.35,0.72,83,6.45,,,,,,,0.6,162,
2022-08-26 12:00:00,0.76,8.0,,85,0.1,357,1.3,0.72,83,6.5,,,,,,,0.6,162,
2022-08-26 13:00:00,0.76,8.0,,84,0.12,1,1.45,0.72,84,6.55,,,,,,,0.6,162,
2022-08-26 14:00:00,0.76,7.95,,84,0.14,6,1.65,0.72,84,6.6,,,,,,,0.6,162,
2022-08-26 15:00:00,0.76,7.9,,83,0.16,10,1.85,0.72,85,6.6,,,,,,,0.6,162,
2022-08-26 16:00:00,0.76,7.8,,82,0.18,13,1.95,0.72,85,6.6,,,,,,,0.5,180,
2022-08-26 17:00:00,0.78,7.65,,82,0.22,16,2.05,0.72,85,6.55,,,,,,,0.7,180,
2022-08-26 18:00:00,0.78,7.55,,81,0.24,19,2.05,0.72,85,6.55,,,,,,,0.6,162,
2022-08-26 19:00:00,0.78,7.5,,80,0.2,15,2.0,0.72,85,6.55,,,,,,,0.6,162,
2022-08-26 20:00:00,0.78,7.5,,80,0.18,11,1.95,0.72,84,6.55,,,,,,,0.6,162,
2022-08-26 21:00:00,0.78,7.55,,79,0.14,7,1.75,0.72,84,6.5,,,,,,,0.6,162,
2022-08-26 22:00:00,0.78,7.6,,80,0.1,3,1.4,0.72,82,6.4,,,,,,,0.6,162,
2022-08-26 23:00:00,0.76,7.7,,80,0.08,359,0.95,0.72,81,6.3,,,,,,,0.4,153,
2022-08-27 00:00:00,0.76,7.75,,81,0.04,355,0.65,0.72,79,6.2,,,,,,,0.4,153,
2022-08-27 01:00:00,0.74,7.8,,82,0.04,354,0.55,0.72,80,6.2,,,,,,,0.4,153,
2022-08-27 02:00:00,0.74,7.8,,82,0.04,352,0.6,0.72,81,6.25,,,,,,,0.4,153,
2022-08-27 03:00:00,0.72,7.8,,83,0.04,351,0.65,0.72,82,6.3,,,,,,,0.4,153,
2022-08-27 04:00:00,0.72,7.8,,83,0.04,349,0.6,0.72,82,6.3,,,,,,,0.4,153,
2022-08-27 05:00:00,0.72,7.75,,84,0.02,347,0.55,0.7,82,6.35,,,,,,,0.3,135,
2022-08-27 06:00:00,0.72,7.75,,84,0.02,345,0.6,0.7,82,6.35,,,,,,,0.3,135,
2022-08-27 07:00:00,0.72,7.75,,84,0.04,348,0.85,0.68,82,6.35,,,,,,,0.4,153,
2022-08-27 08:00:00,0.7,7.7,,84,0.04,352,1.2,0.68,82,6.3,,,,,,,0.4,153,
2022-08-27 09:00:00,0.7,7.65,,84,0.06,355,1.5,0.66,82,6.3,,,,,,,0.4,153,
2022-08-27 10:00:00,0.7,7.6,,83,0.08,358,1.65,0.66,82,6.3,,,,,,,0.4,153,
2022-08-27 11:00:00,0.68,7.5,,82,0.12,1,1.7,0.64,82,6.25,,,,,,,0.4,153,
2022-08-27 12:00:00,0.68,7.35,,81,0.14,4,1.75,0.64,82,6.25,,,,,,,0.4,153,
2022-08-27 13:00:00,0.68,7.15,,79,0.18,7,1.85,0.64,82,6.2,,,,,,,0.6,162,
2022-08-27 14:00:00,0.68,6.95,,78,0.22,10,1.9,0.62,81,6.15,,,,,,,0.6,162,
2022-08-27 15:00:00,0.68,6.75,,76,0.26,13,2.0,0.62,81,6.15,,,,,,,0.6,162,
2022-08-27 16:00:00,0.68,6.55,,74,0.28,17,2.15,0.6,81,6.15,,,,,,,0.6,162,
2022-08-27 17:00:00,0.7,6.35,,71,0.32,21,2.25,0.6,82,6.15,,,,,,,0.5,180,
2022-08-27 18:00:00,0.7,6.25,,69,0.34,25,2.35,0.58,82,6.2,,,,,,,0.5,180,
2022-08-27 19:00:00,0.7,6.2,,69,0.32,19,2.3,0.56,82,6.25,,,,,,,0.7,166,
2022-08-27 20:00:00,0.68,6.25,,70,0.28,14,2.2,0.56,82,6.3,,,,,,,0.7,166,
