timestamp;utcOffset;rating.key;rating.value;datetime_utc
1733022000;-3;POOR_TO_FAIR;2;2024-12-01 03:00:00+00:00
1733025600;-3;POOR_TO_FAIR;2;2024-12-01 04:00:00+00:00
1733029200;-3;POOR_TO_FAIR;2;2024-12-01 05:00:00+00:00
1733032800;-3;POOR_TO_FAIR;2;2024-12-01 06:00:00+00:00
1733036400;-3;POOR_TO_FAIR;2;2024-12-01 07:00:00+00:00
1733040000;-3;POOR_TO_FAIR;2;2024-12-01 08:00:00+00:00
1733043600;-3;POOR;1;2024-12-01 09:00:00+00:00
1733047200;-3;POOR;1;2024-12-01 10:00:00+00:00
1733050800;-3;POOR;1;2024-12-01 11:00:00+00:00
1733054400;-3;POOR;1;2024-12-01 12:00:00+00:00
1733058000;-3;POOR;1;2024-12-01 13:00:00+00:00
1733061600;-3;POOR;1;2024-12-01 14:00:00+00:00
1733065200;-3;POOR;1;2024-12-01 15:00:00+00:00
1733068800;-3;POOR;1;2024-12-01 16:00:00+00:00
1733072400;-3;POOR;1;2024-12-01 17:00:00+00:00
1733076000;-3;POOR;1;2024-12-01 18:00:00+00:00
1733079600;-3;POOR;1;2024-12-01 19:00:00+00:00
1733083200;-3;POOR;1;2024-12-01 20:00:00+00:00
1733086800;-3;POOR;1;2024-12-01 21:00:00+00:00
1733090400;-3;POOR;1;2024-12-01 22:00:00+00:00
1733094000;-3;POOR;1;2024-12-01 23:00:00+00:00
1733097600;-3;VERY_POOR;0;2024-12-02 00:00:00+00:00
1733101200;-3;VERY_POOR;0;2024-12-02 01:00:00+00:00
1733104800;-3;VERY_POOR;0;2024-12-02 02:00:00+00:00
1733108400;-3;POOR;1;2024-12-02 03:00:00+00:00
1733112000;-3;POOR;1;2024-12-02 04:00:00+00:00
1733115600;-3;POOR;1;2024-12-02 05:00:00+00:00
1733119200;-3;POOR;1;2024-12-02 06:00:00+00:00
1733122800;-3;POOR;1;2024-12-02 07:00:00+00:00
1733126400;-3;POOR;1;2024-12-02 08:00:00+00:00
1733130000;-3;POOR;1;2024-12-02 09:00:00+00:00
1733133600;-3;POOR;1;2024-12-02 10:00:00+00:00
1733137200;-3;POOR;1;2024-12-02 11:00:00+00:00
1733140800;-3;POOR_TO_FAIR;2;2024-12-02 12:00:00+00:00
1733144400;-3;POOR_TO_FAIR;2;2024-12-02 13:00:00+00:00
1733148000;-3;POOR_TO_FAIR;2;2024-12-02 14:00:00+00:00
1733151600;-3;POOR;1;2024-12-02 15:00:00+00:00
1733155200;-3;POOR;1;2024-12-02 16:00:00+00:00
1733158800;-3;POOR;1;2024-12-02 17:00:00+00:00
1733162400;-3;VERY_POOR;0;2024-12-02 18:00:00+00:00
1733166000;-3;VERY_POOR;0;2024-12-02 19:00:00+00:00
1733169600;-3;VERY_POOR;0;2024-12-02 20:00:00+00:00
1733173200;-3;POOR;1;2024-12-02 21:00:00+00:00
1733176800;-3;POOR;1;2024-12-02 22:00:00+00:00
1733180400;-3;POOR;1;2024-12-02 23:00:00+00:00
1733184000;-3;POOR;1;2024-12-03 00:00:00+00:00
1733187600;-3;POOR;1;2024-12-03 01:00:00+00:00
1733191200;-3;POOR;1;2024-12-03 02:00:00+00:00
1733194800;-3;POOR;1;2024-12-03 03:00:00+00:00
1733198400;-3;POOR;1;2024-12-03 04:00:00+00:00
1733202000;-3;POOR;1;2024-12-03 05:00:00+00:00
1733205600;-3;POOR_TO_FAIR;2;2024-12-03 06:00:00+00:00
1733209200;-3;POOR_TO_FAIR;2;2024-12-03 07:00:00+00:00
1733212800;-3;POOR_TO_FAIR;2;2024-12-03 08:00:00+00:00
1733216400;-3;POOR_TO_FAIR;2;2024-12-03 09:00:00+00:00
1733220000;-3;POOR_TO_FAIR;2;2024-12-03 10:00:00+00:00
1733223600;-3;POOR_TO_FAIR;2;2024-12-03 11:00:00+00:00
1733227200;-3;POOR_TO_FAIR;2;2024-12-03 12:00:00+00:00
1733230800;-3;POOR_TO_FAIR;2;2024-12-03 13:00:00+00:00
1733234400;-3;POOR_TO_FAIR;2;2024-12-03 14:00:00+00:00
