timestamp;utcOffset;surf.min;surf.max;surf.plus;surf.humanRelation;surf.raw.min;surf.raw.max;datetime_utc
1643684400;-3;0.9;1.2;False;Waist to chest;0.74619;1.16591;2022-02-01 03:00:00+00:00
1643688000;-3;0.9;1.2;False;Waist to chest;0.74619;1.16591;2022-02-01 04:00:00+00:00
1643691600;-3;0.9;1.2;False;Waist to chest;0.74619;1.16591;2022-02-01 05:00:00+00:00
1643695200;-3;0.6;1.1;False;Thigh to stomach;0.70114;1.09553;2022-02-01 06:00:00+00:00
1643698800;-3;0.6;1.1;False;Thigh to stomach;0.70114;1.09553;2022-02-01 07:00:00+00:00
1643702400;-3;0.6;1.1;False;Thigh to stomach;0.70114;1.09553;2022-02-01 08:00:00+00:00
1643706000;-3;0.6;1.1;False;Thigh to stomach;0.64436;1.00681;2022-02-01 09:00:00+00:00
1643709600;-3;0.6;1.1;False;Thigh to stomach;0.64436;1.00681;2022-02-01 10:00:00+00:00
1643713200;-3;0.6;1.1;False;Thigh to stomach;0.64436;1.00681;2022-02-01 11:00:00+00:00
1643716800;-3;0.6;0.9;False;Thigh to waist;0.5831;0.91109;2022-02-01 12:00:00+00:00
1643720400;-3;0.6;0.9;False;Thigh to waist;0.5831;0.91109;2022-02-01 13:00:00+00:00
1643724000;-3;0.6;0.9;False;Thigh to waist;0.5831;0.91109;2022-02-01 14:00:00+00:00
1643727600;-3;0.6;0.9;False;Thigh to waist;0.55254;0.86335;2022-02-01 15:00:00+00:00
1643731200;-3;0.6;0.9;False;Thigh to waist;0.55254;0.86335;2022-02-01 16:00:00+00:00
1643734800;-3;0.6;0.9;False;Thigh to waist;0.55254;0.86335;2022-02-01 17:00:00+00:00
1643738400;-3;0.6;0.9;False;Thigh to waist;0.61257;0.95715;2022-02-01 18:00:00+00:00
1643742000;-3;0.6;0.9;False;Thigh to waist;0.61257;0.95715;2022-02-01 19:00:00+00:00
1643745600;-3;0.6;0.9;False;Thigh to waist;0.61257;0.95715;2022-02-01 20:00:00+00:00
1643749200;-3;0.6;0.9;False;Thigh to waist;0.59097;0.92339;2022-02-01 21:00:00+00:00
1643752800;-3;0.6;0.9;False;Thigh to waist;0.59097;0.92339;2022-02-01 22:00:00+00:00
1643756400;-3;0.6;0.9;False;Thigh to waist;0.59097;0.92339;2022-02-01 23:00:00+00:00
1643760000;-3;0.6;0.9;False;Thigh to waist;0.59171;0.92454;2022-02-02 00:00:00+00:00
1643763600;-3;0.6;0.9;False;Thigh to waist;0.59171;0.92454;2022-02-02 01:00:00+00:00
1643767200;-3;0.6;0.9;False;Thigh to waist;0.59171;0.92454;2022-02-02 02:00:00+00:00
1643770800;-3;0.6;0.9;False;Thigh to waist;0.60268;0.94169;2022-02-02 03:00:00+00:00
1643774400;-3;0.6;0.9;False;Thigh to waist;0.60268;0.94169;2022-02-02 04:00:00+00:00
1643778000;-3;0.6;0.9;False;Thigh to waist;0.60268;0.94169;2022-02-02 05:00:00+00:00
1643781600;-3;0.6;0.9;False;Thigh to waist;0.59621;0.93159;2022-02-02 06:00:00+00:00
1643785200;-3;0.6;0.9;False;Thigh to waist;0.59621;0.93159;2022-02-02 07:00:00+00:00
1643788800;-3;0.6;0.9;False;Thigh to waist;0.59621;0.93159;2022-02-02 08:00:00+00:00
1643792400;-3;0.6;0.9;False;Thigh to waist;0.53897;0.84214;2022-02-02 09:00:00+00:00
1643796000;-3;0.6;0.9;False;Thigh to waist;0.53897;0.84214;2022-02-02 10:00:00+00:00
1643799600;-3;0.6;0.9;False;Thigh to waist;0.53897;0.84214;2022-02-02 11:00:00+00:00
1643803200;-3;0.6;0.9;False;Thigh to waist;0.5017;0.78391;2022-02-02 12:00:00+00:00
1643806800;-3;0.6;0.9;False;Thigh to waist;0.5017;0.78391;2022-02-02 13:00:00+00:00
1643810400;-3;0.6;0.9;False;Thigh to waist;0.5017;0.78391;2022-02-02 14:00:00+00:00
1643814000;-3;0.6;0.9;False;Thigh to waist;0.5428;0.84813;2022-02-02 15:00:00+00:00
1643817600;-3;0.6;0.9;False;Thigh to waist;0.5428;0.84813;2022-02-02 16:00:00+00:00
1643821200;-3;0.6;0.9;False;Thigh to waist;0.5428;0.84813;2022-02-02 17:00:00+00:00
