timestamp;utcOffset;rating.key;rating.value;datetime_utc
1747450800;-3;POOR;1;2025-05-17 03:00:00+00:00
1747454400;-3;POOR;1;2025-05-17 04:00:00+00:00
1747458000;-3;POOR;1;2025-05-17 05:00:00+00:00
1747461600;-3;POOR;1;2025-05-17 06:00:00+00:00
1747465200;-3;POOR;1;2025-05-17 07:00:00+00:00
1747468800;-3;POOR;1;2025-05-17 08:00:00+00:00
1747472400;-3;POOR;1;2025-05-17 09:00:00+00:00
1747476000;-3;POOR;1;2025-05-17 10:00:00+00:00
1747479600;-3;POOR;1;2025-05-17 11:00:00+00:00
1747483200;-3;POOR;1;2025-05-17 12:00:00+00:00
1747486800;-3;POOR;1;2025-05-17 13:00:00+00:00
1747490400;-3;POOR;1;2025-05-17 14:00:00+00:00
1747494000;-3;POOR;1;2025-05-17 15:00:00+00:00
1747497600;-3;POOR;1;2025-05-17 16:00:00+00:00
1747501200;-3;POOR;1;2025-05-17 17:00:00+00:00
1747504800;-3;POOR;1;2025-05-17 18:00:00+00:00
1747508400;-3;POOR;1;2025-05-17 19:00:00+00:00
1747512000;-3;POOR;1;2025-05-17 20:00:00+00:00
1747515600;-3;POOR;1;2025-05-17 21:00:00+00:00
1747519200;-3;POOR;1;2025-05-17 22:00:00+00:00
1747522800;-3;POOR;1;2025-05-17 23:00:00+00:00
1747526400;-3;POOR;1;2025-05-18 00:00:00+00:00
1747530000;-3;POOR;1;2025-05-18 01:00:00+00:00
1747533600;-3;POOR;1;2025-05-18 02:00:00+00:00
1747537200;-3;POOR;1;2025-05-18 03:00:00+00:00
1747540800;-3;POOR;1;2025-05-18 04:00:00+00:00
1747544400;-3;POOR;1;2025-05-18 05:00:00+00:00
1747548000;-3;POOR;1;2025-05-18 06:00:00+00:00
1747551600;-3;POOR;1;2025-05-18 07:00:00+00:00
1747555200;-3;POOR;1;2025-05-18 08:00:00+00:00
1747558800;-3;POOR;1;2025-05-18 09:00:00+00:00
1747562400;-3;POOR;1;2025-05-18 10:00:00+00:00
1747566000;-3;POOR;1;2025-05-18 11:00:00+00:00
1747569600;-3;POOR;1;2025-05-18 12:00:00+00:00
1747573200;-3;POOR;1;2025-05-18 13:00:00+00:00
1747576800;-3;POOR;1;2025-05-18 14:00:00+00:00
1747580400;-3;POOR;1;2025-05-18 15:00:00+00:00
1747584000;-3;POOR;1;2025-05-18 16:00:00+00:00
1747587600;-3;POOR;1;2025-05-18 17:00:00+00:00
