timestamp;utcOffset;speed;direction;directionType;gust;optimalScore;datetime_utc
1731812400;-3;21.28923;40.87739;Cross-shore;28.81149;0;2024-11-17 03:00:00+00:00
1731816000;-3;21.28923;40.87739;Cross-shore;28.81149;0;2024-11-17 04:00:00+00:00
1731819600;-3;21.28923;40.87739;Cross-shore;28.81149;0;2024-11-17 05:00:00+00:00
1731823200;-3;24.84846;27.87736;Cross-shore;33.89518;0;2024-11-17 06:00:00+00:00
1731826800;-3;24.84846;27.87736;Cross-shore;33.89518;0;2024-11-17 07:00:00+00:00
1731830400;-3;24.84846;27.87736;Cross-shore;33.89518;0;2024-11-17 08:00:00+00:00
1731834000;-3;22.87293;12.94217;Offshore;30.24;0;2024-11-17 09:00:00+00:00
1731837600;-3;22.87293;12.94217;Offshore;30.24;0;2024-11-17 10:00:00+00:00
1731841200;-3;22.87293;12.94217;Offshore;30.24;0;2024-11-17 11:00:00+00:00
1731844800;-3;20.02358;5.35839;Offshore;30.26628;0;2024-11-17 12:00:00+00:00
1731848400;-3;20.02358;5.35839;Offshore;30.26628;0;2024-11-17 13:00:00+00:00
1731852000;-3;20.02358;5.35839;Offshore;30.26628;0;2024-11-17 14:00:00+00:00
1731855600;-3;25.88092;18.04675;Offshore;34.27636;0;2024-11-17 15:00:00+00:00
1731859200;-3;25.88092;18.04675;Offshore;34.27636;0;2024-11-17 16:00:00+00:00
1731862800;-3;25.88092;18.04675;Offshore;34.27636;0;2024-11-17 17:00:00+00:00
1731866400;-3;31.07084;17.64805;Offshore;39.60048;0;2024-11-17 18:00:00+00:00
1731870000;-3;31.07084;17.64805;Offshore;39.60048;0;2024-11-17 19:00:00+00:00
1731873600;-3;31.07084;17.64805;Offshore;39.60048;0;2024-11-17 20:00:00+00:00
1731877200;-3;35.06447;22.73306;Cross-shore;45.75905;0;2024-11-17 21:00:00+00:00
1731880800;-3;35.06447;22.73306;Cross-shore;45.75905;0;2024-11-17 22:00:00+00:00
1731884400;-3;35.06447;22.73306;Cross-shore;45.75905;0;2024-11-17 23:00:00+00:00
1731888000;-3;33.94515;19.46118;Offshore;44.28;0;2024-11-18 00:00:00+00:00
1731891600;-3;33.94515;19.46118;Offshore;44.28;0;2024-11-18 01:00:00+00:00
1731895200;-3;33.94515;19.46118;Offshore;44.28;0;2024-11-18 02:00:00+00:00
1731898800;-3;32.40128;13.86588;Offshore;43.21155;0;2024-11-18 03:00:00+00:00
1731902400;-3;32.40128;13.86588;Offshore;43.21155;0;2024-11-18 04:00:00+00:00
1731906000;-3;32.40128;13.86588;Offshore;43.21155;0;2024-11-18 05:00:00+00:00
1731909600;-3;33.11969;9.37777;Offshore;41.42632;0;2024-11-18 06:00:00+00:00
1731913200;-3;33.11969;9.37777;Offshore;41.42632;0;2024-11-18 07:00:00+00:00
1731916800;-3;33.11969;9.37777;Offshore;41.42632;0;2024-11-18 08:00:00+00:00
1731920400;-3;31.71387;5.98942;Offshore;39.26902;0;2024-11-18 09:00:00+00:00
1731924000;-3;31.71387;5.98942;Offshore;39.26902;0;2024-11-18 10:00:00+00:00
1731927600;-3;31.71387;5.98942;Offshore;39.26902;0;2024-11-18 11:00:00+00:00
1731931200;-3;29.67771;13.49379;Offshore;36.41111;0;2024-11-18 12:00:00+00:00
1731934800;-3;29.67771;13.49379;Offshore;36.41111;0;2024-11-18 13:00:00+00:00
1731938400;-3;29.67771;13.49379;Offshore;36.41111;0;2024-11-18 14:00:00+00:00
1731942000;-3;25.92047;18.68069;Offshore;30.65019;0;2024-11-18 15:00:00+00:00
1731945600;-3;25.92047;18.68069;Offshore;30.65019;0;2024-11-18 16:00:00+00:00
1731949200;-3;25.92047;18.68069;Offshore;30.65019;0;2024-11-18 17:00:00+00:00
1731952800;-3;20.9983;27.13657;Cross-shore;24.49201;0;2024-11-18 18:00:00+00:00
1731956400;-3;20.9983;27.13657;Cross-shore;24.49201;0;2024-11-18 19:00:00+00:00
1731960000;-3;20.9983;27.13657;Cross-shore;24.49201;0;2024-11-18 20:00:00+00:00
1731963600;-3;5.47608;273.07825;Offshore;8.65024;2;2024-11-18 21:00:00+00:00
1731967200;-3;5.47608;273.07825;Offshore;8.65024;2;2024-11-18 22:00:00+00:00
1731970800;-3;5.47608;273.07825;Offshore;8.65024;2;2024-11-18 23:00:00+00:00
1731974400;-3;30.39044;212.06407;Cross-shore;34.94679;0;2024-11-19 00:00:00+00:00
1731978000;-3;30.39044;212.06407;Cross-shore;34.94679;0;2024-11-19 01:00:00+00:00
1731981600;-3;30.39044;212.06407;Cross-shore;34.94679;0;2024-11-19 02:00:00+00:00
1731985200;-3;35.50162;219.86419;Cross-shore;37.44;2;2024-11-19 03:00:00+00:00
1731988800;-3;35.50162;219.86419;Cross-shore;37.44;2;2024-11-19 04:00:00+00:00
1731992400;-3;35.50162;219.86419;Cross-shore;37.44;2;2024-11-19 05:00:00+00:00
1731996000;-3;33.76912;220.07661;Cross-shore;35.28062;2;2024-11-19 06:00:00+00:00
1731999600;-3;33.76912;220.07661;Cross-shore;35.28062;2;2024-11-19 07:00:00+00:00
1732003200;-3;33.76912;220.07661;Cross-shore;35.28062;2;2024-11-19 08:00:00+00:00
1732006800;-3;32.00027;218.91476;Cross-shore;34.26057;2;2024-11-19 09:00:00+00:00
1732010400;-3;32.00027;218.91476;Cross-shore;34.26057;2;2024-11-19 10:00:00+00:00
1732014000;-3;32.00027;218.91476;Cross-shore;34.26057;2;2024-11-19 11:00:00+00:00
1732017600;-3;32.56962;220.37099;Cross-shore;35.00068;2;2024-11-19 12:00:00+00:00
