timestamp;utcOffset;type;height;datetime_utc
1669863600;-3;NORMAL;0.44;2022-12-01 03:00:00+00:00
1669867200;-3;NORMAL;0.39;2022-12-01 04:00:00+00:00
1669870800;-3;NORMAL;0.33;2022-12-01 05:00:00+00:00
1669874400;-3;NORMAL;0.27;2022-12-01 06:00:00+00:00
1669878000;-3;NORMAL;0.24;2022-12-01 07:00:00+00:00
1669879768;-3;LOW;0.23;2022-12-01 07:29:28+00:00
1669881600;-3;NORMAL;0.24;2022-12-01 08:00:00+00:00
1669885200;-3;NORMAL;0.32;2022-12-01 09:00:00+00:00
1669888800;-3;NORMAL;0.45;2022-12-01 10:00:00+00:00
1669892400;-3;NORMAL;0.56;2022-12-01 11:00:00+00:00
1669896000;-3;NORMAL;0.61;2022-12-01 12:00:00+00:00
1669899600;-3;NORMAL;0.62;2022-12-01 13:00:00+00:00
1669903200;-3;NORMAL;0.65;2022-12-01 14:00:00+00:00
1669906558;-3;HIGH;0.66;2022-12-01 14:55:58+00:00
1669906800;-3;NORMAL;0.66;2022-12-01 15:00:00+00:00
1669910400;-3;NORMAL;0.65;2022-12-01 16:00:00+00:00
1669914000;-3;NORMAL;0.6;2022-12-01 17:00:00+00:00
1669917600;-3;NORMAL;0.55;2022-12-01 18:00:00+00:00
1669921200;-3;NORMAL;0.49;2022-12-01 19:00:00+00:00
1669924800;-3;NORMAL;0.45;2022-12-01 20:00:00+00:00
1669926441;-3;LOW;0.45;2022-12-01 20:27:21+00:00
1669928400;-3;NORMAL;0.46;2022-12-01 21:00:00+00:00
1669932000;-3;NORMAL;0.54;2022-12-01 22:00:00+00:00
1669935600;-3;NORMAL;0.62;2022-12-01 23:00:00+00:00
1669937150;-3;HIGH;0.62;2022-12-01 23:25:50+00:00
1669939200;-3;NORMAL;0.62;2022-12-02 00:00:00+00:00
1669942800;-3;NORMAL;0.59;2022-12-02 01:00:00+00:00
1669946400;-3;NORMAL;0.56;2022-12-02 02:00:00+00:00
1669950000;-3;NORMAL;0.53;2022-12-02 03:00:00+00:00
1669953600;-3;NORMAL;0.48;2022-12-02 04:00:00+00:00
1669957200;-3;NORMAL;0.41;2022-12-02 05:00:00+00:00
1669960800;-3;NORMAL;0.34;2022-12-02 06:00:00+00:00
1669964400;-3;NORMAL;0.27;2022-12-02 07:00:00+00:00
1669968000;-3;NORMAL;0.21;2022-12-02 08:00:00+00:00
1669969872;-3;LOW;0.2;2022-12-02 08:31:12+00:00
1669971600;-3;NORMAL;0.21;2022-12-02 09:00:00+00:00
1669975200;-3;NORMAL;0.31;2022-12-02 10:00:00+00:00
1669978800;-3;NORMAL;0.46;2022-12-02 11:00:00+00:00
1669982400;-3;NORMAL;0.55;2022-12-02 12:00:00+00:00
1669986000;-3;NORMAL;0.61;2022-12-02 13:00:00+00:00
1669989600;-3;NORMAL;0.64;2022-12-02 14:00:00+00:00
1669992371;-3;HIGH;0.65;2022-12-02 14:46:11+00:00
1669993200;-3;NORMAL;0.65;2022-12-02 15:00:00+00:00
1669996800;-3;NORMAL;0.63;2022-12-02 16:00:00+00:00
1670000400;-3;NORMAL;0.6;2022-12-02 17:00:00+00:00
1670004000;-3;NORMAL;0.55;2022-12-02 18:00:00+00:00
1670007600;-3;NORMAL;0.48;2022-12-02 19:00:00+00:00
1670011200;-3;NORMAL;0.4;2022-12-02 20:00:00+00:00
1670014800;-3;NORMAL;0.36;2022-12-02 21:00:00+00:00
1670014832;-3;LOW;0.36;2022-12-02 21:00:32+00:00
1670018400;-3;NORMAL;0.41;2022-12-02 22:00:00+00:00
1670022000;-3;NORMAL;0.52;2022-12-02 23:00:00+00:00
1670025600;-3;NORMAL;0.61;2022-12-03 00:00:00+00:00
1670029200;-3;NORMAL;0.64;2022-12-03 01:00:00+00:00
1670030657;-3;HIGH;0.64;2022-12-03 01:24:17+00:00
1670032800;-3;NORMAL;0.64;2022-12-03 02:00:00+00:00
1670036400;-3;NORMAL;0.61;2022-12-03 03:00:00+00:00
1670040000;-3;NORMAL;0.55;2022-12-03 04:00:00+00:00
1670043600;-3;NORMAL;0.49;2022-12-03 05:00:00+00:00
1670047200;-3;NORMAL;0.43;2022-12-03 06:00:00+00:00
1670050800;-3;NORMAL;0.34;2022-12-03 07:00:00+00:00
1670054400;-3;NORMAL;0.23;2022-12-03 08:00:00+00:00
1670058000;-3;NORMAL;0.17;2022-12-03 09:00:00+00:00
1670058757;-3;LOW;0.17;2022-12-03 09:12:37+00:00
1670061600;-3;NORMAL;0.21;2022-12-03 10:00:00+00:00
1670065200;-3;NORMAL;0.34;2022-12-03 11:00:00+00:00
1670068800;-3;NORMAL;0.47;2022-12-03 12:00:00+00:00
1670072400;-3;NORMAL;0.58;2022-12-03 13:00:00+00:00
1670076000;-3;NORMAL;0.64;2022-12-03 14:00:00+00:00
1670078094;-3;HIGH;0.65;2022-12-03 14:34:54+00:00
1670079600;-3;NORMAL;0.64;2022-12-03 15:00:00+00:00
1670083200;-3;NORMAL;0.62;2022-12-03 16:00:00+00:00
1670086800;-3;NORMAL;0.58;2022-12-03 17:00:00+00:00
1670090400;-3;NORMAL;0.54;2022-12-03 18:00:00+00:00
1670094000;-3;NORMAL;0.46;2022-12-03 19:00:00+00:00
1670097600;-3;NORMAL;0.36;2022-12-03 20:00:00+00:00
1670101200;-3;NORMAL;0.28;2022-12-03 21:00:00+00:00
1670103066;-3;LOW;0.27;2022-12-03 21:31:06+00:00
1670104800;-3;NORMAL;0.28;2022-12-03 22:00:00+00:00
1670108400;-3;NORMAL;0.38;2022-12-03 23:00:00+00:00
1670112000;-3;NORMAL;0.51;2022-12-04 00:00:00+00:00
1670115600;-3;NORMAL;0.62;2022-12-04 01:00:00+00:00
1670119200;-3;NORMAL;0.68;2022-12-04 02:00:00+00:00
1670120448;-3;HIGH;0.69;2022-12-04 02:20:48+00:00
1670122800;-3;NORMAL;0.68;2022-12-04 03:00:00+00:00
1670126400;-3;NORMAL;0.63;2022-12-04 04:00:00+00:00
1670130000;-3;NORMAL;0.57;2022-12-04 05:00:00+00:00
1670133600;-3;NORMAL;0.51;2022-12-04 06:00:00+00:00
1670137200;-3;NORMAL;0.42;2022-12-04 07:00:00+00:00
1670140800;-3;NORMAL;0.3;2022-12-04 08:00:00+00:00
1670144400;-3;NORMAL;0.19;2022-12-04 09:00:00+00:00
1670147454;-3;LOW;0.16;2022-12-04 09:50:54+00:00
1670148000;-3;NORMAL;0.16;2022-12-04 10:00:00+00:00
1670151600;-3;NORMAL;0.23;2022-12-04 11:00:00+00:00
1670155200;-3;NORMAL;0.37;2022-12-04 12:00:00+00:00
1670158800;-3;NORMAL;0.52;2022-12-04 13:00:00+00:00
1670162400;-3;NORMAL;0.63;2022-12-04 14:00:00+00:00
1670165211;-3;HIGH;0.65;2022-12-04 14:46:51+00:00
1670166000;-3;NORMAL;0.65;2022-12-04 15:00:00+00:00
1670169600;-3;NORMAL;0.62;2022-12-04 16:00:00+00:00
1670173200;-3;NORMAL;0.57;2022-12-04 17:00:00+00:00
1670176800;-3;NORMAL;0.52;2022-12-04 18:00:00+00:00
1670180400;-3;NORMAL;0.44;2022-12-04 19:00:00+00:00
1670184000;-3;NORMAL;0.33;2022-12-04 20:00:00+00:00
1670187600;-3;NORMAL;0.23;2022-12-04 21:00:00+00:00
1670191200;-3;NORMAL;0.18;2022-12-04 22:00:00+00:00
1670191474;-3;LOW;0.18;2022-12-04 22:04:34+00:00
1670194800;-3;NORMAL;0.23;2022-12-04 23:00:00+00:00
1670198400;-3;NORMAL;0.35;2022-12-05 00:00:00+00:00
1670202000;-3;NORMAL;0.52;2022-12-05 01:00:00+00:00
1670205600;-3;NORMAL;0.67;2022-12-05 02:00:00+00:00
1670209192;-3;HIGH;0.72;2022-12-05 02:59:52+00:00
1670209200;-3;NORMAL;0.72;2022-12-05 03:00:00+00:00
1670212800;-3;NORMAL;0.69;2022-12-05 04:00:00+00:00
1670216400;-3;NORMAL;0.64;2022-12-05 05:00:00+00:00
1670220000;-3;NORMAL;0.58;2022-12-05 06:00:00+00:00
1670223600;-3;NORMAL;0.49;2022-12-05 07:00:00+00:00
1670227200;-3;NORMAL;0.38;2022-12-05 08:00:00+00:00
1670230800;-3;NORMAL;0.25;2022-12-05 09:00:00+00:00
1670234400;-3;NORMAL;0.18;2022-12-05 10:00:00+00:00
1670236426;-3;LOW;0.17;2022-12-05 10:33:46+00:00
1670238000;-3;NORMAL;0.18;2022-12-05 11:00:00+00:00
1670241600;-3;NORMAL;0.26;2022-12-05 12:00:00+00:00
1670245200;-3;NORMAL;0.42;2022-12-05 13:00:00+00:00
1670248800;-3;NORMAL;0.59;2022-12-05 14:00:00+00:00
1670252400;-3;NORMAL;0.67;2022-12-05 15:00:00+00:00
1670253006;-3;HIGH;0.67;2022-12-05 15:10:06+00:00
1670256000;-3;NORMAL;0.65;2022-12-05 16:00:00+00:00
1670259600;-3;NORMAL;0.59;2022-12-05 17:00:00+00:00
1670263200;-3;NORMAL;0.52;2022-12-05 18:00:00+00:00
1670266800;-3;NORMAL;0.44;2022-12-05 19:00:00+00:00
1670270400;-3;NORMAL;0.33;2022-12-05 20:00:00+00:00
1670274000;-3;NORMAL;0.21;2022-12-05 21:00:00+00:00
1670277600;-3;NORMAL;0.13;2022-12-05 22:00:00+00:00
1670280280;-3;LOW;0.11;2022-12-05 22:44:40+00:00
1670281200;-3;NORMAL;0.11;2022-12-05 23:00:00+00:00
1670284800;-3;NORMAL;0.19;2022-12-06 00:00:00+00:00
1670288400;-3;NORMAL;0.36;2022-12-06 01:00:00+00:00
1670292000;-3;NORMAL;0.57;2022-12-06 02:00:00+00:00
1670295600;-3;NORMAL;0.71;2022-12-06 03:00:00+00:00
1670298124;-3;HIGH;0.74;2022-12-06 03:42:04+00:00
1670299200;-3;NORMAL;0.74;2022-12-06 04:00:00+00:00
1670302800;-3;NORMAL;0.7;2022-12-06 05:00:00+00:00
1670306400;-3;NORMAL;0.64;2022-12-06 06:00:00+00:00
1670310000;-3;NORMAL;0.56;2022-12-06 07:00:00+00:00
1670313600;-3;NORMAL;0.45;2022-12-06 08:00:00+00:00
1670317200;-3;NORMAL;0.33;2022-12-06 09:00:00+00:00
1670320800;-3;NORMAL;0.23;2022-12-06 10:00:00+00:00
1670324400;-3;NORMAL;0.18;2022-12-06 11:00:00+00:00
1670325817;-3;LOW;0.17;2022-12-06 11:23:37+00:00
1670328000;-3;NORMAL;0.19;2022-12-06 12:00:00+00:00
1670331600;-3;NORMAL;0.31;2022-12-06 13:00:00+00:00
1670335200;-3;NORMAL;0.51;2022-12-06 14:00:00+00:00
1670338800;-3;NORMAL;0.65;2022-12-06 15:00:00+00:00
1670341299;-3;HIGH;0.68;2022-12-06 15:41:39+00:00
1670342400;-3;NORMAL;0.68;2022-12-06 16:00:00+00:00
1670346000;-3;NORMAL;0.63;2022-12-06 17:00:00+00:00
1670349600;-3;NORMAL;0.56;2022-12-06 18:00:00+00:00
1670353200;-3;NORMAL;0.46;2022-12-06 19:00:00+00:00
1670356800;-3;NORMAL;0.34;2022-12-06 20:00:00+00:00
1670360400;-3;NORMAL;0.22;2022-12-06 21:00:00+00:00
1670364000;-3;NORMAL;0.12;2022-12-06 22:00:00+00:00
1670367600;-3;NORMAL;0.06;2022-12-06 23:00:00+00:00
1670369438;-3;LOW;0.05;2022-12-06 23:30:38+00:00
1670371200;-3;NORMAL;0.07;2022-12-07 00:00:00+00:00
1670374800;-3;NORMAL;0.19;2022-12-07 01:00:00+00:00
1670378400;-3;NORMAL;0.41;2022-12-07 02:00:00+00:00
1670382000;-3;NORMAL;0.63;2022-12-07 03:00:00+00:00
1670385600;-3;NORMAL;0.74;2022-12-07 04:00:00+00:00
1670387666;-3;HIGH;0.75;2022-12-07 04:34:26+00:00
1670389200;-3;NORMAL;0.75;2022-12-07 05:00:00+00:00
1670392800;-3;NORMAL;0.7;2022-12-07 06:00:00+00:00
1670396400;-3;NORMAL;0.63;2022-12-07 07:00:00+00:00
1670400000;-3;NORMAL;0.52;2022-12-07 08:00:00+00:00
1670403600;-3;NORMAL;0.4;2022-12-07 09:00:00+00:00
1670407200;-3;NORMAL;0.3;2022-12-07 10:00:00+00:00
1670410800;-3;NORMAL;0.22;2022-12-07 11:00:00+00:00
1670414400;-3;NORMAL;0.18;2022-12-07 12:00:00+00:00
1670414845;-3;LOW;0.18;2022-12-07 12:07:25+00:00
1670418000;-3;NORMAL;0.23;2022-12-07 13:00:00+00:00
1670421600;-3;NORMAL;0.4;2022-12-07 14:00:00+00:00
1670425200;-3;NORMAL;0.59;2022-12-07 15:00:00+00:00
1670428800;-3;NORMAL;0.69;2022-12-07 16:00:00+00:00
1670430180;-3;HIGH;0.7;2022-12-07 16:23:00+00:00
1670432400;-3;NORMAL;0.68;2022-12-07 17:00:00+00:00
1670436000;-3;NORMAL;0.62;2022-12-07 18:00:00+00:00
1670439600;-3;NORMAL;0.51;2022-12-07 19:00:00+00:00
1670443200;-3;NORMAL;0.38;2022-12-07 20:00:00+00:00
1670446800;-3;NORMAL;0.25;2022-12-07 21:00:00+00:00
1670450400;-3;NORMAL;0.15;2022-12-07 22:00:00+00:00
1670454000;-3;NORMAL;0.07;2022-12-07 23:00:00+00:00
1670457600;-3;NORMAL;0.02;2022-12-08 00:00:00+00:00
1670458245;-3;LOW;0.02;2022-12-08 00:10:45+00:00
1670461200;-3;NORMAL;0.06;2022-12-08 01:00:00+00:00
1670464800;-3;NORMAL;0.25;2022-12-08 02:00:00+00:00
1670468400;-3;NORMAL;0.49;2022-12-08 03:00:00+00:00
1670472000;-3;NORMAL;0.67;2022-12-08 04:00:00+00:00
