timestamp;utcOffset;surf.min;surf.max;surf.plus;surf.humanRelation;surf.raw.min;surf.raw.max;datetime_utc
1676602800;-3;0.6;0.9;False;Thigh to waist;0.53768;0.84012;2023-02-17 03:00:00+00:00
1676606400;-3;0.6;0.9;False;Thigh to waist;0.53768;0.84012;2023-02-17 04:00:00+00:00
1676610000;-3;0.6;0.9;False;Thigh to waist;0.53768;0.84012;2023-02-17 05:00:00+00:00
1676613600;-3;0.6;1.1;False;Thigh to stomach;0.64693;1.01083;2023-02-17 06:00:00+00:00
1676617200;-3;0.6;1.1;False;Thigh to stomach;0.64693;1.01083;2023-02-17 07:00:00+00:00
1676620800;-3;0.6;1.1;False;Thigh to stomach;0.64693;1.01083;2023-02-17 08:00:00+00:00
1676624400;-3;0.6;0.9;False;Thigh to waist;0.61846;0.96635;2023-02-17 09:00:00+00:00
1676628000;-3;0.6;0.9;False;Thigh to waist;0.61846;0.96635;2023-02-17 10:00:00+00:00
1676631600;-3;0.6;0.9;False;Thigh to waist;0.61846;0.96635;2023-02-17 11:00:00+00:00
1676635200;-3;0.6;0.9;False;Thigh to waist;0.55249;0.86327;2023-02-17 12:00:00+00:00
1676638800;-3;0.6;0.9;False;Thigh to waist;0.55249;0.86327;2023-02-17 13:00:00+00:00
1676642400;-3;0.6;0.9;False;Thigh to waist;0.55249;0.86327;2023-02-17 14:00:00+00:00
1676646000;-3;0.3;0.6;False;Knee to thigh;0.46176;0.72151;2023-02-17 15:00:00+00:00
1676649600;-3;0.3;0.6;False;Knee to thigh;0.46176;0.72151;2023-02-17 16:00:00+00:00
1676653200;-3;0.3;0.6;False;Knee to thigh;0.46176;0.72151;2023-02-17 17:00:00+00:00
1676656800;-3;0.3;0.6;False;Knee to thigh;0.43729;0.68327;2023-02-17 18:00:00+00:00
1676660400;-3;0.3;0.6;False;Knee to thigh;0.43729;0.68327;2023-02-17 19:00:00+00:00
1676664000;-3;0.3;0.6;False;Knee to thigh;0.43729;0.68327;2023-02-17 20:00:00+00:00
1676667600;-3;0.3;0.6;False;Knee to thigh;0.40716;0.63618;2023-02-17 21:00:00+00:00
1676671200;-3;0.3;0.6;False;Knee to thigh;0.40716;0.63618;2023-02-17 22:00:00+00:00
1676674800;-3;0.3;0.6;False;Knee to thigh;0.40716;0.63618;2023-02-17 23:00:00+00:00
1676678400;-3;0.9;1.2;False;Waist to chest;0.73878;1.15435;2023-02-18 00:00:00+00:00
1676682000;-3;0.9;1.2;False;Waist to chest;0.73878;1.15435;2023-02-18 01:00:00+00:00
1676685600;-3;0.9;1.2;False;Waist to chest;0.73878;1.15435;2023-02-18 02:00:00+00:00
1676689200;-3;0.9;1.4;False;Waist to shoulder;0.8696;1.35876;2023-02-18 03:00:00+00:00
1676692800;-3;0.9;1.4;False;Waist to shoulder;0.8696;1.35876;2023-02-18 04:00:00+00:00
1676696400;-3;0.9;1.4;False;Waist to shoulder;0.8696;1.35876;2023-02-18 05:00:00+00:00
1676700000;-3;0.9;1.5;False;Waist to head;0.92943;1.45224;2023-02-18 06:00:00+00:00
1676703600;-3;0.9;1.5;False;Waist to head;0.92943;1.45224;2023-02-18 07:00:00+00:00
1676707200;-3;0.9;1.5;False;Waist to head;0.92943;1.45224;2023-02-18 08:00:00+00:00
1676710800;-3;0.9;1.5;False;Waist to head;1.04266;1.62916;2023-02-18 09:00:00+00:00
1676714400;-3;0.9;1.5;False;Waist to head;1.04266;1.62916;2023-02-18 10:00:00+00:00
1676718000;-3;0.9;1.5;False;Waist to head;1.04266;1.62916;2023-02-18 11:00:00+00:00
1676721600;-3;1.2;1.8;False;Chest to overhead;1.13374;1.77147;2023-02-18 12:00:00+00:00
1676725200;-3;1.2;1.8;False;Chest to overhead;1.13374;1.77147;2023-02-18 13:00:00+00:00
