height;period;impact;power;direction;directionMin;total_timestamp;datetime_utc
0.88657;12;0.4173;87.57555;170.43427;164.858965;1643684400;2022-02-01 03:00:00+00:00
0.85917;8;0.2655;27.04467;77.00403;68.47999;1643684400;2022-02-01 03:00:00+00:00
0.64694;7;0.2745;10.90351;125.53418;116.57527;1643684400;2022-02-01 03:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643684400;2022-02-01 03:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643684400;2022-02-01 03:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643684400;2022-02-01 03:00:00+00:00
0.88657;12;0.4173;87.57555;170.43427;164.858965;1643688000;2022-02-01 04:00:00+00:00
0.85917;8;0.2655;27.04467;77.00403;68.47999;1643688000;2022-02-01 04:00:00+00:00
0.64694;7;0.2745;10.90351;125.53418;116.57527;1643688000;2022-02-01 04:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643688000;2022-02-01 04:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643688000;2022-02-01 04:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643688000;2022-02-01 04:00:00+00:00
0.88657;12;0.4173;87.57555;170.43427;164.858965;1643691600;2022-02-01 05:00:00+00:00
0.85917;8;0.2655;27.04467;77.00403;68.47999;1643691600;2022-02-01 05:00:00+00:00
0.64694;7;0.2745;10.90351;125.53418;116.57527;1643691600;2022-02-01 05:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643691600;2022-02-01 05:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643691600;2022-02-01 05:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643691600;2022-02-01 05:00:00+00:00
0.84285;11;0.4023;70.03564;171.14386;165.72175;1643695200;2022-02-01 06:00:00+00:00
0.80261;8;0.2763;24.36457;77.74902;69.107685;1643695200;2022-02-01 06:00:00+00:00
0.63923;7;0.2776;10.54486;124.51898;114.98776;1643695200;2022-02-01 06:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643695200;2022-02-01 06:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643695200;2022-02-01 06:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643695200;2022-02-01 06:00:00+00:00
0.84285;11;0.4023;70.03564;171.14386;165.72175;1643698800;2022-02-01 07:00:00+00:00
0.80261;8;0.2763;24.36457;77.74902;69.107685;1643698800;2022-02-01 07:00:00+00:00
0.63923;7;0.2776;10.54486;124.51898;114.98776;1643698800;2022-02-01 07:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643698800;2022-02-01 07:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643698800;2022-02-01 07:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643698800;2022-02-01 07:00:00+00:00
0.84285;11;0.4023;70.03564;171.14386;165.72175;1643702400;2022-02-01 08:00:00+00:00
0.80261;8;0.2763;24.36457;77.74902;69.107685;1643702400;2022-02-01 08:00:00+00:00
0.63923;7;0.2776;10.54486;124.51898;114.98776;1643702400;2022-02-01 08:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643702400;2022-02-01 08:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643702400;2022-02-01 08:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643702400;2022-02-01 08:00:00+00:00
0.76986;11;0.3872;53.57552;172.43848;167.194395;1643706000;2022-02-01 09:00:00+00:00
0.76215;8;0.277;21.79597;78.94446;70.35598;1643706000;2022-02-01 09:00:00+00:00
0.63638;7;0.29;10.78504;128.97736;118.55146500000001;1643706000;2022-02-01 09:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643706000;2022-02-01 09:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643706000;2022-02-01 09:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1643706000;2022-02-01 09:00:00+00:00
0.76986;11;0.3872;53.57552;172.43848;167.194395;1643709600;2022-02-01 10:00:00+00:00
0.76215;8;0.277;21.79597;78.94446;70.35598;1643709600;2022-02-01 10:00:00+00:00
