timestamp;utcOffset;speed;direction;directionType;gust;optimalScore;datetime_utc
1692241200;-3;41.46596;7.10638;Offshore;58.37338;0;2023-08-17 03:00:00+00:00
1692244800;-3;41.46596;7.10638;Offshore;58.37338;0;2023-08-17 04:00:00+00:00
1692248400;-3;41.46596;7.10638;Offshore;58.37338;0;2023-08-17 05:00:00+00:00
1692252000;-3;41.22823;3.85282;Offshore;56.5601;0;2023-08-17 06:00:00+00:00
1692255600;-3;41.22823;3.85282;Offshore;56.5601;0;2023-08-17 07:00:00+00:00
1692259200;-3;41.22823;3.85282;Offshore;56.5601;0;2023-08-17 08:00:00+00:00
1692262800;-3;39.13762;2.36483;Offshore;54.72;0;2023-08-17 09:00:00+00:00
1692266400;-3;39.13762;2.36483;Offshore;54.72;0;2023-08-17 10:00:00+00:00
1692270000;-3;39.13762;2.36483;Offshore;54.72;0;2023-08-17 11:00:00+00:00
1692273600;-3;38.86233;2.31592;Offshore;54.41063;0;2023-08-17 12:00:00+00:00
1692277200;-3;38.86233;2.31592;Offshore;54.41063;0;2023-08-17 13:00:00+00:00
1692280800;-3;38.86233;2.31592;Offshore;54.41063;0;2023-08-17 14:00:00+00:00
1692284400;-3;38.36053;7.4236;Offshore;54.85131;0;2023-08-17 15:00:00+00:00
1692288000;-3;38.36053;7.4236;Offshore;54.85131;0;2023-08-17 16:00:00+00:00
1692291600;-3;38.36053;7.4236;Offshore;54.85131;0;2023-08-17 17:00:00+00:00
1692295200;-3;40.53845;10.86711;Offshore;57.33075;0;2023-08-17 18:00:00+00:00
1692298800;-3;40.53845;10.86711;Offshore;57.33075;0;2023-08-17 19:00:00+00:00
1692302400;-3;40.53845;10.86711;Offshore;57.33075;0;2023-08-17 20:00:00+00:00
1692306000;-3;38.99846;11.11106;Offshore;55.49393;0;2023-08-17 21:00:00+00:00
1692309600;-3;38.99846;11.11106;Offshore;55.49393;0;2023-08-17 22:00:00+00:00
1692313200;-3;38.99846;11.11106;Offshore;55.49393;0;2023-08-17 23:00:00+00:00
1692316800;-3;36.08566;359.64692;Offshore;55.08935;0;2023-08-18 00:00:00+00:00
1692320400;-3;36.08566;359.64692;Offshore;55.08935;0;2023-08-18 01:00:00+00:00
1692324000;-3;36.08566;359.64692;Offshore;55.08935;0;2023-08-18 02:00:00+00:00
1692327600;-3;34.83927;359.49894;Offshore;53.68278;0;2023-08-18 03:00:00+00:00
1692331200;-3;34.83927;359.49894;Offshore;53.68278;0;2023-08-18 04:00:00+00:00
1692334800;-3;34.83927;359.49894;Offshore;53.68278;0;2023-08-18 05:00:00+00:00
1692338400;-3;34.49594;3.21558;Offshore;52.9208;0;2023-08-18 06:00:00+00:00
1692342000;-3;34.49594;3.21558;Offshore;52.9208;0;2023-08-18 07:00:00+00:00
1692345600;-3;34.49594;3.21558;Offshore;52.9208;0;2023-08-18 08:00:00+00:00
1692349200;-3;35.51194;2.14274;Offshore;49.71203;0;2023-08-18 09:00:00+00:00
1692352800;-3;35.51194;2.14274;Offshore;49.71203;0;2023-08-18 10:00:00+00:00
1692356400;-3;35.51194;2.14274;Offshore;49.71203;0;2023-08-18 11:00:00+00:00
1692360000;-3;35.43332;357.90735;Offshore;51.90957;0;2023-08-18 12:00:00+00:00
1692363600;-3;35.43332;357.90735;Offshore;51.90957;0;2023-08-18 13:00:00+00:00
1692367200;-3;35.43332;357.90735;Offshore;51.90957;0;2023-08-18 14:00:00+00:00
1692370800;-3;37.56404;358.48601;Offshore;55.8134;0;2023-08-18 15:00:00+00:00
1692374400;-3;37.56404;358.48601;Offshore;55.8134;0;2023-08-18 16:00:00+00:00
1692378000;-3;37.56404;358.48601;Offshore;55.8134;0;2023-08-18 17:00:00+00:00
1692381600;-3;32.66288;10.54506;Offshore;47.93802;0;2023-08-18 18:00:00+00:00
1692385200;-3;32.66288;10.54506;Offshore;47.93802;0;2023-08-18 19:00:00+00:00
1692388800;-3;32.66288;10.54506;Offshore;47.93802;0;2023-08-18 20:00:00+00:00
1692392400;-3;28.08018;14.99185;Offshore;49.328;0;2023-08-18 21:00:00+00:00
1692396000;-3;28.08018;14.99185;Offshore;49.328;0;2023-08-18 22:00:00+00:00
1692399600;-3;28.08018;14.99185;Offshore;49.328;0;2023-08-18 23:00:00+00:00
1692403200;-3;18.08633;186.66578;Onshore;29.94429;0;2023-08-19 00:00:00+00:00
1692406800;-3;18.08633;186.66578;Onshore;29.94429;0;2023-08-19 01:00:00+00:00
1692410400;-3;18.08633;186.66578;Onshore;29.94429;0;2023-08-19 02:00:00+00:00
1692414000;-3;7.32664;87.5065;Onshore;7.32664;2;2023-08-19 03:00:00+00:00
1692417600;-3;7.32664;87.5065;Onshore;7.32664;2;2023-08-19 04:00:00+00:00
1692421200;-3;7.32664;87.5065;Onshore;7.32664;2;2023-08-19 05:00:00+00:00
1692424800;-3;22.26452;179.59174;Onshore;38.89234;0;2023-08-19 06:00:00+00:00
1692428400;-3;22.26452;179.59174;Onshore;38.89234;0;2023-08-19 07:00:00+00:00
1692432000;-3;22.26452;179.59174;Onshore;38.89234;0;2023-08-19 08:00:00+00:00
1692435600;-3;23.63912;182.18354;Onshore;36.76276;0;2023-08-19 09:00:00+00:00
1692439200;-3;23.63912;182.18354;Onshore;36.76276;0;2023-08-19 10:00:00+00:00
1692442800;-3;23.63912;182.18354;Onshore;36.76276;0;2023-08-19 11:00:00+00:00
1692446400;-3;38.56958;191.10007;Onshore;46.1678;0;2023-08-19 12:00:00+00:00
1692450000;-3;38.56958;191.10007;Onshore;46.1678;0;2023-08-19 13:00:00+00:00
1692453600;-3;38.56958;191.10007;Onshore;46.1678;0;2023-08-19 14:00:00+00:00
1692457200;-3;39.36443;207.12323;Cross-shore;42.96972;0;2023-08-19 15:00:00+00:00
1692460800;-3;39.36443;207.12323;Cross-shore;42.96972;0;2023-08-19 16:00:00+00:00
1692464400;-3;39.36443;207.12323;Cross-shore;42.96972;0;2023-08-19 17:00:00+00:00
1692468000;-3;27.90704;190.71824;Onshore;29.54617;0;2023-08-19 18:00:00+00:00
1692471600;-3;27.90704;190.71824;Onshore;29.54617;0;2023-08-19 19:00:00+00:00
1692475200;-3;27.90704;190.71824;Onshore;29.54617;0;2023-08-19 20:00:00+00:00
1692478800;-3;11.46631;158.56586;Onshore;11.46631;0;2023-08-19 21:00:00+00:00
1692482400;-3;11.46631;158.56586;Onshore;11.46631;0;2023-08-19 22:00:00+00:00
1692486000;-3;11.46631;158.56586;Onshore;11.46631;0;2023-08-19 23:00:00+00:00
1692489600;-3;9.81013;70.51457;Onshore;10.08122;0;2023-08-20 00:00:00+00:00
1692493200;-3;9.81013;70.51457;Onshore;10.08122;0;2023-08-20 01:00:00+00:00
1692496800;-3;9.81013;70.51457;Onshore;10.08122;0;2023-08-20 02:00:00+00:00
1692500400;-3;13.61534;19.67434;Offshore;15.85834;0;2023-08-20 03:00:00+00:00
1692504000;-3;13.61534;19.67434;Offshore;15.85834;0;2023-08-20 04:00:00+00:00
1692507600;-3;13.61534;19.67434;Offshore;15.85834;0;2023-08-20 05:00:00+00:00
1692511200;-3;31.26923;359.65303;Offshore;34.63631;0;2023-08-20 06:00:00+00:00
