timestamp;utcOffset;speed;direction;directionType;gust;optimalScore;datetime_utc
1717210800;-3;24.89944;8.35446;Offshore;29.90428;0;2024-06-01 03:00:00+00:00
1717214400;-3;24.89944;8.35446;Offshore;29.90428;0;2024-06-01 04:00:00+00:00
1717218000;-3;24.89944;8.35446;Offshore;29.90428;0;2024-06-01 05:00:00+00:00
1717221600;-3;26.57729;2.55718;Offshore;33.21475;0;2024-06-01 06:00:00+00:00
1717225200;-3;26.57729;2.55718;Offshore;33.21475;0;2024-06-01 07:00:00+00:00
1717228800;-3;26.57729;2.55718;Offshore;33.21475;0;2024-06-01 08:00:00+00:00
1717232400;-3;29.94662;358.94102;Offshore;40.32;0;2024-06-01 09:00:00+00:00
1717236000;-3;29.94662;358.94102;Offshore;40.32;0;2024-06-01 10:00:00+00:00
1717239600;-3;29.94662;358.94102;Offshore;40.32;0;2024-06-01 11:00:00+00:00
1717243200;-3;32.21927;5.63182;Offshore;42.48062;0;2024-06-01 12:00:00+00:00
1717246800;-3;32.21927;5.63182;Offshore;42.48062;0;2024-06-01 13:00:00+00:00
1717250400;-3;32.21927;5.63182;Offshore;42.48062;0;2024-06-01 14:00:00+00:00
1717254000;-3;29.80893;3.01642;Offshore;44.64042;0;2024-06-01 15:00:00+00:00
1717257600;-3;29.80893;3.01642;Offshore;44.64042;0;2024-06-01 16:00:00+00:00
1717261200;-3;29.80893;3.01642;Offshore;44.64042;0;2024-06-01 17:00:00+00:00
1717264800;-3;29.72919;7.51914;Offshore;45.7204;0;2024-06-01 18:00:00+00:00
1717268400;-3;29.72919;7.51914;Offshore;45.7204;0;2024-06-01 19:00:00+00:00
1717272000;-3;29.72919;7.51914;Offshore;45.7204;0;2024-06-01 20:00:00+00:00
1717275600;-3;30.60756;4.93823;Offshore;47.8989;0;2024-06-01 21:00:00+00:00
1717279200;-3;30.60756;4.93823;Offshore;47.8989;0;2024-06-01 22:00:00+00:00
1717282800;-3;30.60756;4.93823;Offshore;47.8989;0;2024-06-01 23:00:00+00:00
1717286400;-3;32.23402;4.08116;Offshore;48.72952;0;2024-06-02 00:00:00+00:00
1717290000;-3;32.23402;4.08116;Offshore;48.72952;0;2024-06-02 01:00:00+00:00
1717293600;-3;32.23402;4.08116;Offshore;48.72952;0;2024-06-02 02:00:00+00:00
1717297200;-3;36.49756;359.6773;Offshore;51.87664;0;2024-06-02 03:00:00+00:00
1717300800;-3;36.49756;359.6773;Offshore;51.87664;0;2024-06-02 04:00:00+00:00
