height;period;impact;power;direction;directionMin;total_timestamp;datetime_utc
1.20013;9;0.4057;86.46342;130.33246;122.134895;1633093200;2021-10-01 13:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633093200;2021-10-01 13:00:00+00:00
0.52976;11;0.2051;12.47998;173.03284;166.707415;1633093200;2021-10-01 13:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633093200;2021-10-01 13:00:00+00:00
1.61301;6;0.1573;28.54217;48.07831;30.712245000000003;1633093200;2021-10-01 13:00:00+00:00
0.70053;9;0.2087;17.7342;80.46014;75.33799499999999;1633096800;2021-10-01 14:00:00+00:00
1.20013;9;0.4057;86.46342;130.33246;122.134895;1633096800;2021-10-01 14:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633096800;2021-10-01 14:00:00+00:00
0.52976;11;0.2051;12.47998;173.03284;166.707415;1633096800;2021-10-01 14:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633096800;2021-10-01 14:00:00+00:00
1.61301;6;0.1573;28.54217;48.07831;30.712245000000003;1633096800;2021-10-01 14:00:00+00:00
1.18448;5;0.0;0.0;352.36017;339.88581;1633100400;2021-10-01 15:00:00+00:00
0.99229;9;0.3544;52.48104;131.06592;124.543515;1633100400;2021-10-01 15:00:00+00:00
1.60704;7;0.2955;78.3844;70.45996;57.944109999999995;1633100400;2021-10-01 15:00:00+00:00
0.48385;10;0.1898;9.33075;172.6568;166.641275;1633100400;2021-10-01 15:00:00+00:00
0.42451;11;0.1487;5.93318;81.81781;77.73459;1633100400;2021-10-01 15:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633100400;2021-10-01 15:00:00+00:00
1.18448;5;0.0;0.0;352.36017;339.88581;1633104000;2021-10-01 16:00:00+00:00
0.99229;9;0.3544;52.48104;131.06592;124.543515;1633104000;2021-10-01 16:00:00+00:00
1.60704;7;0.2955;78.3844;70.45996;57.944109999999995;1633104000;2021-10-01 16:00:00+00:00
0.48385;10;0.1898;9.33075;172.6568;166.641275;1633104000;2021-10-01 16:00:00+00:00
0.42451;11;0.1487;5.93318;81.81781;77.73459;1633104000;2021-10-01 16:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633104000;2021-10-01 16:00:00+00:00
1.18448;5;0.0;0.0;352.36017;339.88581;1633107600;2021-10-01 17:00:00+00:00
0.99229;9;0.3544;52.48104;131.06592;124.543515;1633107600;2021-10-01 17:00:00+00:00
1.60704;7;0.2955;78.3844;70.45996;57.944109999999995;1633107600;2021-10-01 17:00:00+00:00
0.48385;10;0.1898;9.33075;172.6568;166.641275;1633107600;2021-10-01 17:00:00+00:00
0.42451;11;0.1487;5.93318;81.81781;77.73459;1633107600;2021-10-01 17:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633107600;2021-10-01 17:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633111200;2021-10-01 18:00:00+00:00
0.97103;8;0.3999;52.72102;127.6015;121.100105;1633111200;2021-10-01 18:00:00+00:00
1.56957;7;0.3742;100.28732;74.45538;64.80999;1633111200;2021-10-01 18:00:00+00:00
0.42572;10;0.1986;7.37146;173.61688;168.144585;1633111200;2021-10-01 18:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633111200;2021-10-01 18:00:00+00:00
1.19297;6;0.0;0.0;3.95328;-8.366190000000001;1633111200;2021-10-01 18:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633114800;2021-10-01 19:00:00+00:00
0.97103;8;0.3999;52.72102;127.6015;121.100105;1633114800;2021-10-01 19:00:00+00:00
1.56957;7;0.3742;100.28732;74.45538;64.80999;1633114800;2021-10-01 19:00:00+00:00
0.42572;10;0.1986;7.37146;173.61688;168.144585;1633114800;2021-10-01 19:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633114800;2021-10-01 19:00:00+00:00
1.19297;6;0.0;0.0;3.95328;-8.366190000000001;1633114800;2021-10-01 19:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633118400;2021-10-01 20:00:00+00:00
0.97103;8;0.3999;52.72102;127.6015;121.100105;1633118400;2021-10-01 20:00:00+00:00
1.56957;7;0.3742;100.28732;74.45538;64.80999;1633118400;2021-10-01 20:00:00+00:00
0.42572;10;0.1986;7.37146;173.61688;168.144585;1633118400;2021-10-01 20:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633118400;2021-10-01 20:00:00+00:00
1.19297;6;0.0;0.0;3.95328;-8.366190000000001;1633118400;2021-10-01 20:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633122000;2021-10-01 21:00:00+00:00
0.88451;9;0.3947;44.78576;126.75317;120.466515;1633122000;2021-10-01 21:00:00+00:00
1.48536;8;0.3841;96.19137;75.79517;66.54810499999999;1633122000;2021-10-01 21:00:00+00:00
0.38662;10;0.1924;5.71573;174.18671;169.06824;1633122000;2021-10-01 21:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633122000;2021-10-01 21:00:00+00:00
1.21482;6;0.0;0.0;12.76587;1.2059300000000004;1633122000;2021-10-01 21:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633125600;2021-10-01 22:00:00+00:00
0.88451;9;0.3947;44.78576;126.75317;120.466515;1633125600;2021-10-01 22:00:00+00:00
1.48536;8;0.3841;96.19137;75.79517;66.54810499999999;1633125600;2021-10-01 22:00:00+00:00
0.38662;10;0.1924;5.71573;174.18671;169.06824;1633125600;2021-10-01 22:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633125600;2021-10-01 22:00:00+00:00
1.21482;6;0.0;0.0;12.76587;1.2059300000000004;1633125600;2021-10-01 22:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633129200;2021-10-01 23:00:00+00:00
0.88451;9;0.3947;44.78576;126.75317;120.466515;1633129200;2021-10-01 23:00:00+00:00
1.48536;8;0.3841;96.19137;75.79517;66.54810499999999;1633129200;2021-10-01 23:00:00+00:00
0.38662;10;0.1924;5.71573;174.18671;169.06824;1633129200;2021-10-01 23:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633129200;2021-10-01 23:00:00+00:00
1.21482;6;0.0;0.0;12.76587;1.2059300000000004;1633129200;2021-10-01 23:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633132800;2021-10-02 00:00:00+00:00
0.854;9;0.399;41.46648;125.36072;119.404435;1633132800;2021-10-02 00:00:00+00:00
1.51673;8;0.3763;99.52377;71.06091;60.59733500000001;1633132800;2021-10-02 00:00:00+00:00
0.37379;10;0.1948;5.34815;173.59814;168.435235;1633132800;2021-10-02 00:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633132800;2021-10-02 00:00:00+00:00
0.96485;7;0.0;0.0;10.24142;1.5106649999999995;1633132800;2021-10-02 00:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633136400;2021-10-02 01:00:00+00:00
0.854;9;0.399;41.46648;125.36072;119.404435;1633136400;2021-10-02 01:00:00+00:00
1.51673;8;0.3763;99.52377;71.06091;60.59733500000001;1633136400;2021-10-02 01:00:00+00:00
0.37379;10;0.1948;5.34815;173.59814;168.435235;1633136400;2021-10-02 01:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633136400;2021-10-02 01:00:00+00:00
0.96485;7;0.0;0.0;10.24142;1.5106649999999995;1633136400;2021-10-02 01:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633140000;2021-10-02 02:00:00+00:00
0.854;9;0.399;41.46648;125.36072;119.404435;1633140000;2021-10-02 02:00:00+00:00
1.51673;8;0.3763;99.52377;71.06091;60.59733500000001;1633140000;2021-10-02 02:00:00+00:00
0.37379;10;0.1948;5.34815;173.59814;168.435235;1633140000;2021-10-02 02:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633140000;2021-10-02 02:00:00+00:00
0.96485;7;0.0;0.0;10.24142;1.5106649999999995;1633140000;2021-10-02 02:00:00+00:00
0.36316;3;0.084;0.15698;185.45697;172.36269000000001;1633143600;2021-10-02 03:00:00+00:00
0.73895;8;0.3314;25.036;128.02045;122.61193500000002;1633143600;2021-10-02 03:00:00+00:00
1.38075;8;0.3957;99.35723;79.88013;70.78807499999999;1633143600;2021-10-02 03:00:00+00:00
0.35799;10;0.1749;4.33327;173.2395;167.93205;1633143600;2021-10-02 03:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633143600;2021-10-02 03:00:00+00:00
0.8732;6;0.0;0.0;21.23016;12.116340000000001;1633143600;2021-10-02 03:00:00+00:00
0.36316;3;0.084;0.15698;185.45697;172.36269000000001;1633147200;2021-10-02 04:00:00+00:00
0.73895;8;0.3314;25.036;128.02045;122.61193500000002;1633147200;2021-10-02 04:00:00+00:00
1.38075;8;0.3957;99.35723;79.88013;70.78807499999999;1633147200;2021-10-02 04:00:00+00:00
0.35799;10;0.1749;4.33327;173.2395;167.93205;1633147200;2021-10-02 04:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633147200;2021-10-02 04:00:00+00:00
0.8732;6;0.0;0.0;21.23016;12.116340000000001;1633147200;2021-10-02 04:00:00+00:00
0.36316;3;0.084;0.15698;185.45697;172.36269000000001;1633150800;2021-10-02 05:00:00+00:00
0.73895;8;0.3314;25.036;128.02045;122.61193500000002;1633150800;2021-10-02 05:00:00+00:00
1.38075;8;0.3957;99.35723;79.88013;70.78807499999999;1633150800;2021-10-02 05:00:00+00:00
0.35799;10;0.1749;4.33327;173.2395;167.93205;1633150800;2021-10-02 05:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633150800;2021-10-02 05:00:00+00:00
0.8732;6;0.0;0.0;21.23016;12.116340000000001;1633150800;2021-10-02 05:00:00+00:00
0.37072;3;0.0958;0.21345;177.73364;164.948145;1633154400;2021-10-02 06:00:00+00:00
0.77964;8;0.3519;28.60869;125.08319;119.29236;1633154400;2021-10-02 06:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633154400;2021-10-02 06:00:00+00:00
0.34688;10;0.175;4.00021;173.52429;168.59307;1633154400;2021-10-02 06:00:00+00:00
1.42031;8;0.3485;83.3298;68.3689;54.81431;1633154400;2021-10-02 06:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633154400;2021-10-02 06:00:00+00:00
0.37072;3;0.0958;0.21345;177.73364;164.948145;1633158000;2021-10-02 07:00:00+00:00
0.77964;8;0.3519;28.60869;125.08319;119.29236;1633158000;2021-10-02 07:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633158000;2021-10-02 07:00:00+00:00
0.34688;10;0.175;4.00021;173.52429;168.59307;1633158000;2021-10-02 07:00:00+00:00
1.42031;8;0.3485;83.3298;68.3689;54.81431;1633158000;2021-10-02 07:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633158000;2021-10-02 07:00:00+00:00
0.37072;3;0.0958;0.21345;177.73364;164.948145;1633161600;2021-10-02 08:00:00+00:00
0.77964;8;0.3519;28.60869;125.08319;119.29236;1633161600;2021-10-02 08:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633161600;2021-10-02 08:00:00+00:00
0.34688;10;0.175;4.00021;173.52429;168.59307;1633161600;2021-10-02 08:00:00+00:00
1.42031;8;0.3485;83.3298;68.3689;54.81431;1633161600;2021-10-02 08:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633161600;2021-10-02 08:00:00+00:00
0.44081;3;0.121;0.41304;168.29602;154.497445;1633165200;2021-10-02 09:00:00+00:00
0.75875;8;0.3393;25.97372;124.91809;119.21084;1633165200;2021-10-02 09:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633165200;2021-10-02 09:00:00+00:00
0.34071;10;0.1684;3.56573;173.84967;169.27137;1633165200;2021-10-02 09:00:00+00:00
1.28875;9;0.3428;87.57566;72.29968;60.21113999999999;1633165200;2021-10-02 09:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633165200;2021-10-02 09:00:00+00:00
0.44081;3;0.121;0.41304;168.29602;154.497445;1633168800;2021-10-02 10:00:00+00:00
0.75875;8;0.3393;25.97372;124.91809;119.21084;1633168800;2021-10-02 10:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633168800;2021-10-02 10:00:00+00:00
0.34071;10;0.1684;3.56573;173.84967;169.27137;1633168800;2021-10-02 10:00:00+00:00
1.28875;9;0.3428;87.57566;72.29968;60.21113999999999;1633168800;2021-10-02 10:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633168800;2021-10-02 10:00:00+00:00
0.44081;3;0.121;0.41304;168.29602;154.497445;1633172400;2021-10-02 11:00:00+00:00
0.75875;8;0.3393;25.97372;124.91809;119.21084;1633172400;2021-10-02 11:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633172400;2021-10-02 11:00:00+00:00
0.34071;10;0.1684;3.56573;173.84967;169.27137;1633172400;2021-10-02 11:00:00+00:00
1.28875;9;0.3428;87.57566;72.29968;60.21113999999999;1633172400;2021-10-02 11:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633172400;2021-10-02 11:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633176000;2021-10-02 12:00:00+00:00
0.82472;8;0.3707;33.25307;132.4906;121.28939;1633176000;2021-10-02 12:00:00+00:00
0.07195;14;0.0719;0.14634;163.3457;158.32612;1633176000;2021-10-02 12:00:00+00:00
0.32359;9;0.1619;2.87412;174.73322;170.648765;1633176000;2021-10-02 12:00:00+00:00
1.21476;9;0.3664;85.95051;75.20435;64.078705;1633176000;2021-10-02 12:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633176000;2021-10-02 12:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633179600;2021-10-02 13:00:00+00:00
0.82472;8;0.3707;33.25307;132.4906;121.28939;1633179600;2021-10-02 13:00:00+00:00
0.07195;14;0.0719;0.14634;163.3457;158.32612;1633179600;2021-10-02 13:00:00+00:00
0.32359;9;0.1619;2.87412;174.73322;170.648765;1633179600;2021-10-02 13:00:00+00:00
1.21476;9;0.3664;85.95051;75.20435;64.078705;1633179600;2021-10-02 13:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633179600;2021-10-02 13:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633183200;2021-10-02 14:00:00+00:00
0.82472;8;0.3707;33.25307;132.4906;121.28939;1633183200;2021-10-02 14:00:00+00:00
0.07195;14;0.0719;0.14634;163.3457;158.32612;1633183200;2021-10-02 14:00:00+00:00
0.32359;9;0.1619;2.87412;174.73322;170.648765;1633183200;2021-10-02 14:00:00+00:00
1.21476;9;0.3664;85.95051;75.20435;64.078705;1633183200;2021-10-02 14:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633183200;2021-10-02 14:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633186800;2021-10-02 15:00:00+00:00
0.74163;8;0.3278;23.55709;129.04791;121.29117000000001;1633186800;2021-10-02 15:00:00+00:00
0.06642;14;0.0651;0.10706;164.27271;158.83459;1633186800;2021-10-02 15:00:00+00:00
0.31034;9;0.1492;2.33685;174.39526;170.141355;1633186800;2021-10-02 15:00:00+00:00
1.17032;9;0.3453;76.83018;77.29724;66.527345;1633186800;2021-10-02 15:00:00+00:00
0.31066;6;0.0985;0.71233;194.86194;188.4516;1633186800;2021-10-02 15:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633190400;2021-10-02 16:00:00+00:00
0.74163;8;0.3278;23.55709;129.04791;121.29117000000001;1633190400;2021-10-02 16:00:00+00:00
0.06642;14;0.0651;0.10706;164.27271;158.83459;1633190400;2021-10-02 16:00:00+00:00
0.31034;9;0.1492;2.33685;174.39526;170.141355;1633190400;2021-10-02 16:00:00+00:00
1.17032;9;0.3453;76.83018;77.29724;66.527345;1633190400;2021-10-02 16:00:00+00:00
0.31066;6;0.0985;0.71233;194.86194;188.4516;1633190400;2021-10-02 16:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633194000;2021-10-02 17:00:00+00:00
0.74163;8;0.3278;23.55709;129.04791;121.29117000000001;1633194000;2021-10-02 17:00:00+00:00
0.06642;14;0.0651;0.10706;164.27271;158.83459;1633194000;2021-10-02 17:00:00+00:00
0.31034;9;0.1492;2.33685;174.39526;170.141355;1633194000;2021-10-02 17:00:00+00:00
1.17032;9;0.3453;76.83018;77.29724;66.527345;1633194000;2021-10-02 17:00:00+00:00
0.31066;6;0.0985;0.71233;194.86194;188.4516;1633194000;2021-10-02 17:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633197600;2021-10-02 18:00:00+00:00
0.73119;8;0.3275;23.83987;124.78766;118.89191;1633197600;2021-10-02 18:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633197600;2021-10-02 18:00:00+00:00
0.32499;9;0.1536;2.50639;174.39514;170.017775;1633197600;2021-10-02 18:00:00+00:00
1.10145;9;0.3302;64.17783;77.10352;66.99093;1633197600;2021-10-02 18:00:00+00:00
0.50839;6;0.1605;3.25324;189.29523;182.52482;1633197600;2021-10-02 18:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633201200;2021-10-02 19:00:00+00:00
0.73119;8;0.3275;23.83987;124.78766;118.89191;1633201200;2021-10-02 19:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633201200;2021-10-02 19:00:00+00:00
0.32499;9;0.1536;2.50639;174.39514;170.017775;1633201200;2021-10-02 19:00:00+00:00
1.10145;9;0.3302;64.17783;77.10352;66.99093;1633201200;2021-10-02 19:00:00+00:00
0.50839;6;0.1605;3.25324;189.29523;182.52482;1633201200;2021-10-02 19:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633204800;2021-10-02 20:00:00+00:00
0.73119;8;0.3275;23.83987;124.78766;118.89191;1633204800;2021-10-02 20:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633204800;2021-10-02 20:00:00+00:00
0.32499;9;0.1536;2.50639;174.39514;170.017775;1633204800;2021-10-02 20:00:00+00:00
1.10145;9;0.3302;64.17783;77.10352;66.99093;1633204800;2021-10-02 20:00:00+00:00
0.50839;6;0.1605;3.25324;189.29523;182.52482;1633204800;2021-10-02 20:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633208400;2021-10-02 21:00:00+00:00
0.72233;8;0.3193;23.46711;124.88196;119.0306;1633208400;2021-10-02 21:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633208400;2021-10-02 21:00:00+00:00
0.34061;8;0.1457;2.3698;177.75464;172.65731;1633208400;2021-10-02 21:00:00+00:00
1.07659;10;0.3499;73.0164;78.7533;68.851305;1633208400;2021-10-02 21:00:00+00:00
0.51213;6;0.1575;3.23701;188.90546;182.32956000000001;1633208400;2021-10-02 21:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633212000;2021-10-02 22:00:00+00:00
0.72233;8;0.3193;23.46711;124.88196;119.0306;1633212000;2021-10-02 22:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633212000;2021-10-02 22:00:00+00:00
0.34061;8;0.1457;2.3698;177.75464;172.65731;1633212000;2021-10-02 22:00:00+00:00
1.07659;10;0.3499;73.0164;78.7533;68.851305;1633212000;2021-10-02 22:00:00+00:00
0.51213;6;0.1575;3.23701;188.90546;182.32956000000001;1633212000;2021-10-02 22:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633215600;2021-10-02 23:00:00+00:00
0.72233;8;0.3193;23.46711;124.88196;119.0306;1633215600;2021-10-02 23:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633215600;2021-10-02 23:00:00+00:00
0.34061;8;0.1457;2.3698;177.75464;172.65731;1633215600;2021-10-02 23:00:00+00:00
1.07659;10;0.3499;73.0164;78.7533;68.851305;1633215600;2021-10-02 23:00:00+00:00
0.51213;6;0.1575;3.23701;188.90546;182.32956000000001;1633215600;2021-10-02 23:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633219200;2021-10-03 00:00:00+00:00
0.73399;8;0.313;23.83856;123.58069;117.92487;1633219200;2021-10-03 00:00:00+00:00
0.05798;16;0.0634;0.1106;157.70831;152.76046000000002;1633219200;2021-10-03 00:00:00+00:00
0.34513;8;0.1389;2.09447;178.0993;172.80331999999999;1633219200;2021-10-03 00:00:00+00:00
1.05113;10;0.3318;65.6776;79.60693;70.301545;1633219200;2021-10-03 00:00:00+00:00
0.461;6;0.1395;2.30216;190.14368;184.07423;1633219200;2021-10-03 00:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633222800;2021-10-03 01:00:00+00:00
0.73399;8;0.313;23.83856;123.58069;117.92487;1633222800;2021-10-03 01:00:00+00:00
0.05798;16;0.0634;0.1106;157.70831;152.76046000000002;1633222800;2021-10-03 01:00:00+00:00
0.34513;8;0.1389;2.09447;178.0993;172.80331999999999;1633222800;2021-10-03 01:00:00+00:00
1.05113;10;0.3318;65.6776;79.60693;70.301545;1633222800;2021-10-03 01:00:00+00:00
0.461;6;0.1395;2.30216;190.14368;184.07423;1633222800;2021-10-03 01:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633226400;2021-10-03 02:00:00+00:00
0.73399;8;0.313;23.83856;123.58069;117.92487;1633226400;2021-10-03 02:00:00+00:00
0.05798;16;0.0634;0.1106;157.70831;152.76046000000002;1633226400;2021-10-03 02:00:00+00:00
0.34513;8;0.1389;2.09447;178.0993;172.80331999999999;1633226400;2021-10-03 02:00:00+00:00
1.05113;10;0.3318;65.6776;79.60693;70.301545;1633226400;2021-10-03 02:00:00+00:00
0.461;6;0.1395;2.30216;190.14368;184.07423;1633226400;2021-10-03 02:00:00+00:00
0.0;0;0.0;0.0;0.0;0.0;1633230000;2021-10-03 03:00:00+00:00
0.69322;8;0.3276;21.90543;123.48969;117.90827999999999;1633230000;2021-10-03 03:00:00+00:00
