timestamp;utcOffset;speed;direction;directionType;gust;optimalScore;datetime_utc
1643684400;-3;7.02116;145.01553;Onshore;7.96715;2;2022-02-01 03:00:00+00:00
1643688000;-3;7.02116;145.01553;Onshore;7.96715;2;2022-02-01 04:00:00+00:00
1643691600;-3;7.02116;145.01553;Onshore;7.96715;2;2022-02-01 05:00:00+00:00
1643695200;-3;12.19995;189.10415;Onshore;13.73035;0;2022-02-01 06:00:00+00:00
1643698800;-3;12.19995;189.10415;Onshore;13.73035;0;2022-02-01 07:00:00+00:00
1643702400;-3;12.19995;189.10415;Onshore;13.73035;0;2022-02-01 08:00:00+00:00
1643706000;-3;19.29606;202.7737;Cross-shore;20.88284;0;2022-02-01 09:00:00+00:00
1643709600;-3;19.29606;202.7737;Cross-shore;20.88284;0;2022-02-01 10:00:00+00:00
1643713200;-3;19.29606;202.7737;Cross-shore;20.88284;0;2022-02-01 11:00:00+00:00
1643716800;-3;26.08535;208.8474;Cross-shore;26.08535;0;2022-02-01 12:00:00+00:00
1643720400;-3;26.08535;208.8474;Cross-shore;26.08535;0;2022-02-01 13:00:00+00:00
1643724000;-3;26.08535;208.8474;Cross-shore;26.08535;0;2022-02-01 14:00:00+00:00
1643727600;-3;23.1953;192.25726;Onshore;24.89065;0;2022-02-01 15:00:00+00:00
1643731200;-3;23.1953;192.25726;Onshore;24.89065;0;2022-02-01 16:00:00+00:00
1643734800;-3;23.1953;192.25726;Onshore;24.89065;0;2022-02-01 17:00:00+00:00
1643738400;-3;24.86898;164.34259;Onshore;25.28749;0;2022-02-01 18:00:00+00:00
1643742000;-3;24.86898;164.34259;Onshore;25.28749;0;2022-02-01 19:00:00+00:00
1643745600;-3;24.86898;164.34259;Onshore;25.28749;0;2022-02-01 20:00:00+00:00
1643749200;-3;24.4964;141.69438;Onshore;24.4964;0;2022-02-01 21:00:00+00:00
1643752800;-3;24.4964;141.69438;Onshore;24.4964;0;2022-02-01 22:00:00+00:00
1643756400;-3;24.4964;141.69438;Onshore;24.4964;0;2022-02-01 23:00:00+00:00
1643760000;-3;23.09926;113.62212;Onshore;23.09926;0;2022-02-02 00:00:00+00:00
1643763600;-3;23.09926;113.62212;Onshore;23.09926;0;2022-02-02 01:00:00+00:00
1643767200;-3;23.09926;113.62212;Onshore;23.09926;0;2022-02-02 02:00:00+00:00
1643770800;-3;18.46582;90.22297;Onshore;18.46582;0;2022-02-02 03:00:00+00:00
1643774400;-3;18.46582;90.22297;Onshore;18.46582;0;2022-02-02 04:00:00+00:00
1643778000;-3;18.46582;90.22297;Onshore;18.46582;0;2022-02-02 05:00:00+00:00
1643781600;-3;16.68899;80.54465;Onshore;16.68899;0;2022-02-02 06:00:00+00:00
1643785200;-3;16.68899;80.54465;Onshore;16.68899;0;2022-02-02 07:00:00+00:00
1643788800;-3;16.68899;80.54465;Onshore;16.68899;0;2022-02-02 08:00:00+00:00
1643792400;-3;17.26877;48.69566;Cross-shore;17.28643;0;2022-02-02 09:00:00+00:00
1643796000;-3;17.26877;48.69566;Cross-shore;17.28643;0;2022-02-02 10:00:00+00:00
1643799600;-3;17.26877;48.69566;Cross-shore;17.28643;0;2022-02-02 11:00:00+00:00
