timestamp;utcOffset;type;height;datetime_utc
1698807600;-3;NORMAL;0.16;2023-11-01 03:00:00+00:00
1698811200;-3;NORMAL;0.29;2023-11-01 04:00:00+00:00
1698814800;-3;NORMAL;0.47;2023-11-01 05:00:00+00:00
1698818400;-3;NORMAL;0.66;2023-11-01 06:00:00+00:00
1698822000;-3;NORMAL;0.75;2023-11-01 07:00:00+00:00
1698822440;-3;HIGH;0.75;2023-11-01 07:07:20+00:00
1698825600;-3;NORMAL;0.71;2023-11-01 08:00:00+00:00
1698829200;-3;NORMAL;0.63;2023-11-01 09:00:00+00:00
1698832800;-3;NORMAL;0.55;2023-11-01 10:00:00+00:00
1698836400;-3;NORMAL;0.48;2023-11-01 11:00:00+00:00
1698840000;-3;NORMAL;0.42;2023-11-01 12:00:00+00:00
1698843600;-3;NORMAL;0.38;2023-11-01 13:00:00+00:00
1698847182;-3;LOW;0.36;2023-11-01 13:59:42+00:00
1698847200;-3;NORMAL;0.36;2023-11-01 14:00:00+00:00
1698850800;-3;NORMAL;0.38;2023-11-01 15:00:00+00:00
1698854400;-3;NORMAL;0.43;2023-11-01 16:00:00+00:00
1698858000;-3;NORMAL;0.52;2023-11-01 17:00:00+00:00
1698861600;-3;NORMAL;0.64;2023-11-01 18:00:00+00:00
1698864519;-3;HIGH;0.68;2023-11-01 18:48:39+00:00
1698865200;-3;NORMAL;0.68;2023-11-01 19:00:00+00:00
1698868800;-3;NORMAL;0.62;2023-11-01 20:00:00+00:00
1698872400;-3;NORMAL;0.5;2023-11-01 21:00:00+00:00
1698876000;-3;NORMAL;0.38;2023-11-01 22:00:00+00:00
1698879600;-3;NORMAL;0.28;2023-11-01 23:00:00+00:00
1698883200;-3;NORMAL;0.19;2023-11-02 00:00:00+00:00
1698886800;-3;NORMAL;0.14;2023-11-02 01:00:00+00:00
1698889365;-3;LOW;0.13;2023-11-02 01:42:45+00:00
1698890400;-3;NORMAL;0.13;2023-11-02 02:00:00+00:00
1698894000;-3;NORMAL;0.16;2023-11-02 03:00:00+00:00
1698897600;-3;NORMAL;0.22;2023-11-02 04:00:00+00:00
1698901200;-3;NORMAL;0.34;2023-11-02 05:00:00+00:00
1698904800;-3;NORMAL;0.51;2023-11-02 06:00:00+00:00
1698908400;-3;NORMAL;0.64;2023-11-02 07:00:00+00:00
1698911238;-3;HIGH;0.68;2023-11-02 07:47:18+00:00
1698912000;-3;NORMAL;0.67;2023-11-02 08:00:00+00:00
1698915600;-3;NORMAL;0.64;2023-11-02 09:00:00+00:00
1698919200;-3;NORMAL;0.59;2023-11-02 10:00:00+00:00
1698922800;-3;NORMAL;0.53;2023-11-02 11:00:00+00:00
1698926400;-3;NORMAL;0.48;2023-11-02 12:00:00+00:00
1698930000;-3;NORMAL;0.45;2023-11-02 13:00:00+00:00
1698931856;-3;LOW;0.45;2023-11-02 13:30:56+00:00
1698933600;-3;NORMAL;0.45;2023-11-02 14:00:00+00:00
1698935103;-3;HIGH;0.45;2023-11-02 14:25:03+00:00
1698937200;-3;NORMAL;0.45;2023-11-02 15:00:00+00:00
1698940421;-3;LOW;0.45;2023-11-02 15:53:41+00:00
1698940800;-3;NORMAL;0.45;2023-11-02 16:00:00+00:00
1698944400;-3;NORMAL;0.48;2023-11-02 17:00:00+00:00
1698948000;-3;NORMAL;0.57;2023-11-02 18:00:00+00:00
1698951600;-3;NORMAL;0.64;2023-11-02 19:00:00+00:00
1698952680;-3;HIGH;0.65;2023-11-02 19:18:00+00:00
