timestamp;utcOffset;type;height;datetime_utc
1656644400;-3;NORMAL;0.37;2022-07-01 03:00:00+00:00
1656648000;-3;NORMAL;0.5;2022-07-01 04:00:00+00:00
1656651600;-3;NORMAL;0.66;2022-07-01 05:00:00+00:00
1656655200;-3;NORMAL;0.77;2022-07-01 06:00:00+00:00
1656656794;-3;HIGH;0.79;2022-07-01 06:26:34+00:00
1656658800;-3;NORMAL;0.77;2022-07-01 07:00:00+00:00
1656662400;-3;NORMAL;0.67;2022-07-01 08:00:00+00:00
1656666000;-3;NORMAL;0.53;2022-07-01 09:00:00+00:00
1656669600;-3;NORMAL;0.41;2022-07-01 10:00:00+00:00
1656673200;-3;NORMAL;0.3;2022-07-01 11:00:00+00:00
1656676800;-3;NORMAL;0.2;2022-07-01 12:00:00+00:00
1656680400;-3;NORMAL;0.13;2022-07-01 13:00:00+00:00
1656683230;-3;LOW;0.11;2022-07-01 13:47:10+00:00
1656684000;-3;NORMAL;0.11;2022-07-01 14:00:00+00:00
1656687600;-3;NORMAL;0.17;2022-07-01 15:00:00+00:00
1656691200;-3;NORMAL;0.31;2022-07-01 16:00:00+00:00
1656694800;-3;NORMAL;0.52;2022-07-01 17:00:00+00:00
1656698400;-3;NORMAL;0.72;2022-07-01 18:00:00+00:00
1656702000;-3;NORMAL;0.82;2022-07-01 19:00:00+00:00
1656702598;-3;HIGH;0.82;2022-07-01 19:09:58+00:00
1656705600;-3;NORMAL;0.79;2022-07-01 20:00:00+00:00
1656709200;-3;NORMAL;0.71;2022-07-01 21:00:00+00:00
1656712800;-3;NORMAL;0.62;2022-07-01 22:00:00+00:00
1656716400;-3;NORMAL;0.53;2022-07-01 23:00:00+00:00
1656720000;-3;NORMAL;0.45;2022-07-02 00:00:00+00:00
1656723600;-3;NORMAL;0.38;2022-07-02 01:00:00+00:00
1656727200;-3;NORMAL;0.35;2022-07-02 02:00:00+00:00
1656728228;-3;LOW;0.35;2022-07-02 02:17:08+00:00
