timestamp;utcOffset;speed;direction;directionType;gust;optimalScore;datetime_utc
1734404400;-3;52.27342;219.01698;Cross-shore;56.96934;2;2024-12-17 03:00:00+00:00
1734408000;-3;50.30496;217.34124;Cross-shore;54.72491;2;2024-12-17 04:00:00+00:00
1734411600;-3;47.95929;219.0709;Cross-shore;51.89785;2;2024-12-17 05:00:00+00:00
1734415200;-3;46.7576;220.02104;Cross-shore;49.32481;2;2024-12-17 06:00:00+00:00
1734418800;-3;44.30275;218.8678;Cross-shore;46.44141;2;2024-12-17 07:00:00+00:00
1734422400;-3;43.46764;218.12484;Cross-shore;45.03938;2;2024-12-17 08:00:00+00:00
1734426000;-3;42.45735;218.28024;Cross-shore;43.9775;2;2024-12-17 09:00:00+00:00
1734429600;-3;41.36789;216.74984;Cross-shore;43.21258;2;2024-12-17 10:00:00+00:00
1734433200;-3;40.0482;216.47886;Cross-shore;41.76765;2;2024-12-17 11:00:00+00:00
1734436800;-3;38.54057;214.08332;Cross-shore;40.04905;0;2024-12-17 12:00:00+00:00
1734440400;-3;37.60806;211.83811;Cross-shore;38.89982;0;2024-12-17 13:00:00+00:00
1734444000;-3;36.48026;207.84813;Cross-shore;37.12282;0;2024-12-17 14:00:00+00:00
1734447600;-3;35.0942;201.93861;Cross-shore;36.07684;0;2024-12-17 15:00:00+00:00
1734451200;-3;32.27693;198.47155;Onshore;33.87161;0;2024-12-17 16:00:00+00:00
1734454800;-3;31.68651;193.72242;Onshore;33.12;0;2024-12-17 17:00:00+00:00
1734458400;-3;30.80755;179.5984;Onshore;32.05538;0;2024-12-17 18:00:00+00:00
1734462000;-3;29.33713;163.95749;Onshore;31.00604;0;2024-12-17 19:00:00+00:00
1734465600;-3;26.42147;157.64264;Onshore;28.80031;0;2024-12-17 20:00:00+00:00
1734469200;-3;23.89942;152.55722;Onshore;25.57864;0;2024-12-17 21:00:00+00:00
1734472800;-3;22.39902;151.02245;Onshore;23.05368;0;2024-12-17 22:00:00+00:00
1734476400;-3;20.53533;147.67122;Onshore;20.89871;0;2024-12-17 23:00:00+00:00
1734480000;-3;19.54287;144.87889;Onshore;19.82178;0;2024-12-18 00:00:00+00:00
1734483600;-3;17.13805;141.97256;Onshore;17.32737;0;2024-12-18 01:00:00+00:00
1734487200;-3;14.7727;141.2679;Onshore;15.16913;0;2024-12-18 02:00:00+00:00
1734490800;-3;12.25561;137.2107;Onshore;12.62428;0;2024-12-18 03:00:00+00:00
1734494400;-3;9.70091;138.9494;Onshore;10.08366;0;2024-12-18 04:00:00+00:00
1734498000;-3;7.98521;138.62171;Onshore;7.98521;2;2024-12-18 05:00:00+00:00
1734501600;-3;5.84069;134.51907;Onshore;5.84069;2;2024-12-18 06:00:00+00:00
1734505200;-3;4.50493;116.19022;Onshore;4.50493;2;2024-12-18 07:00:00+00:00
1734508800;-3;4.4245;96.70382;Onshore;4.70753;2;2024-12-18 08:00:00+00:00
1734512400;-3;4.54596;64.62424;Cross-shore;5.04987;2;2024-12-18 09:00:00+00:00
1734516000;-3;3.81538;50.0045;Cross-shore;4.32109;2;2024-12-18 10:00:00+00:00
1734519600;-3;2.64628;38.55995;Cross-shore;3.24059;2;2024-12-18 11:00:00+00:00
1734523200;-3;6.64348;68.18306;Cross-shore;6.89358;2;2024-12-18 12:00:00+00:00
1734526800;-3;6.02685;48.65953;Cross-shore;6.4995;2;2024-12-18 13:00:00+00:00
1734530400;-3;8.15724;62.45006;Cross-shore;8.15724;2;2024-12-18 14:00:00+00:00
1734534000;-3;10.41037;67.79457;Cross-shore;10.41037;0;2024-12-18 15:00:00+00:00
1734537600;-3;12.6485;69.65212;Cross-shore;12.6485;0;2024-12-18 16:00:00+00:00
1734541200;-3;19.29045;69.85772;Cross-shore;19.29045;0;2024-12-18 17:00:00+00:00
1734544800;-3;20.46285;71.35518;Onshore;20.46285;0;2024-12-18 18:00:00+00:00
1734548400;-3;21.03783;72.4283;Onshore;21.03783;0;2024-12-18 19:00:00+00:00
1734552000;-3;21.95126;67.47913;Cross-shore;21.95126;0;2024-12-18 20:00:00+00:00
1734555600;-3;23.91631;65.97603;Cross-shore;23.91631;0;2024-12-18 21:00:00+00:00
1734559200;-3;23.86318;64.57408;Cross-shore;23.86318;0;2024-12-18 22:00:00+00:00
1734562800;-3;23.91034;57.88484;Cross-shore;23.91034;0;2024-12-18 23:00:00+00:00
1734566400;-3;25.7045;53.97269;Cross-shore;25.7045;0;2024-12-19 00:00:00+00:00
1734570000;-3;26.1662;44.52722;Cross-shore;26.1662;0;2024-12-19 01:00:00+00:00
1734573600;-3;25.61721;37.33072;Cross-shore;25.61721;0;2024-12-19 02:00:00+00:00
1734577200;-3;26.42154;30.49052;Cross-shore;26.42154;0;2024-12-19 03:00:00+00:00
1734580800;-3;26.01373;26.26383;Cross-shore;26.01373;0;2024-12-19 04:00:00+00:00
1734584400;-3;26.98839;20.85892;Cross-shore;27.7385;0;2024-12-19 05:00:00+00:00
1734588000;-3;27.48192;15.49716;Offshore;28.8;0;2024-12-19 06:00:00+00:00
1734591600;-3;29.02408;11.20985;Offshore;30.63903;0;2024-12-19 07:00:00+00:00
1734595200;-3;30.52004;10.61055;Offshore;32.06537;0;2024-12-19 08:00:00+00:00
1734598800;-3;31.61243;2.80998;Offshore;33.12;0;2024-12-19 09:00:00+00:00
1734602400;-3;32.52171;1.43122;Offshore;33.48;0;2024-12-19 10:00:00+00:00
1734606000;-3;33.23807;0.0785;Offshore;35.6517;0;2024-12-19 11:00:00+00:00
1734609600;-3;33.60104;4.00699;Offshore;37.5311;0;2024-12-19 12:00:00+00:00
1734613200;-3;33.06989;1.66298;Offshore;38.16461;0;2024-12-19 13:00:00+00:00
1734616800;-3;35.71298;7.35323;Offshore;41.04;0;2024-12-19 14:00:00+00:00
1734620400;-3;36.88363;6.89434;Offshore;42.84059;0;2024-12-19 15:00:00+00:00
1734624000;-3;38.20618;10.19329;Offshore;45.04135;0;2024-12-19 16:00:00+00:00
1734627600;-3;37.68077;15.68224;Offshore;45.02983;0;2024-12-19 17:00:00+00:00
1734631200;-3;38.65949;22.6644;Cross-shore;43.92531;0;2024-12-19 18:00:00+00:00
1734634800;-3;42.58649;27.21755;Cross-shore;47.95664;0;2024-12-19 19:00:00+00:00
1734638400;-3;42.72138;30.62529;Cross-shore;48.98333;0;2024-12-19 20:00:00+00:00
1734642000;-3;39.73284;24.67024;Cross-shore;46.11223;0;2024-12-19 21:00:00+00:00
1734645600;-3;38.96023;21.64226;Cross-shore;46.80628;0;2024-12-19 22:00:00+00:00
1734649200;-3;37.30243;17.74029;Offshore;45.00996;0;2024-12-19 23:00:00+00:00
1734652800;-3;37.36154;9.57995;Offshore;44.67375;0;2024-12-20 00:00:00+00:00
