timestamp;utcOffset;type;height;datetime_utc
1639710000;-3;NORMAL;0.68;2021-12-17 03:00:00+00:00
1639713247;-3;HIGH;0.72;2021-12-17 03:54:07+00:00
1639713600;-3;NORMAL;0.72;2021-12-17 04:00:00+00:00
1639717200;-3;NORMAL;0.69;2021-12-17 05:00:00+00:00
1639720800;-3;NORMAL;0.64;2021-12-17 06:00:00+00:00
1639724400;-3;NORMAL;0.56;2021-12-17 07:00:00+00:00
1639728000;-3;NORMAL;0.46;2021-12-17 08:00:00+00:00
1639731600;-3;NORMAL;0.35;2021-12-17 09:00:00+00:00
1639735200;-3;NORMAL;0.25;2021-12-17 10:00:00+00:00
1639738800;-3;NORMAL;0.19;2021-12-17 11:00:00+00:00
1639741112;-3;LOW;0.18;2021-12-17 11:38:32+00:00
1639742400;-3;NORMAL;0.19;2021-12-17 12:00:00+00:00
1639746000;-3;NORMAL;0.29;2021-12-17 13:00:00+00:00
1639749600;-3;NORMAL;0.48;2021-12-17 14:00:00+00:00
1639753200;-3;NORMAL;0.64;2021-12-17 15:00:00+00:00
1639756406;-3;HIGH;0.69;2021-12-17 15:53:26+00:00
1639756800;-3;NORMAL;0.69;2021-12-17 16:00:00+00:00
1639760400;-3;NORMAL;0.65;2021-12-17 17:00:00+00:00
1639764000;-3;NORMAL;0.58;2021-12-17 18:00:00+00:00
1639767600;-3;NORMAL;0.48;2021-12-17 19:00:00+00:00
1639771200;-3;NORMAL;0.35;2021-12-17 20:00:00+00:00
1639774800;-3;NORMAL;0.24;2021-12-17 21:00:00+00:00
1639778400;-3;NORMAL;0.14;2021-12-17 22:00:00+00:00
1639782000;-3;NORMAL;0.08;2021-12-17 23:00:00+00:00
1639784790;-3;LOW;0.06;2021-12-17 23:46:30+00:00
1639785600;-3;NORMAL;0.06;2021-12-18 00:00:00+00:00
1639789200;-3;NORMAL;0.15;2021-12-18 01:00:00+00:00
1639792800;-3;NORMAL;0.36;2021-12-18 02:00:00+00:00
1639796400;-3;NORMAL;0.59;2021-12-18 03:00:00+00:00
1639800000;-3;NORMAL;0.72;2021-12-18 04:00:00+00:00
1639802848;-3;HIGH;0.74;2021-12-18 04:47:28+00:00
1639803600;-3;NORMAL;0.74;2021-12-18 05:00:00+00:00
1639807200;-3;NORMAL;0.71;2021-12-18 06:00:00+00:00
1639810800;-3;NORMAL;0.63;2021-12-18 07:00:00+00:00
1639814400;-3;NORMAL;0.52;2021-12-18 08:00:00+00:00
1639818000;-3;NORMAL;0.41;2021-12-18 09:00:00+00:00
1639821600;-3;NORMAL;0.31;2021-12-18 10:00:00+00:00
1639825200;-3;NORMAL;0.23;2021-12-18 11:00:00+00:00
1639828800;-3;NORMAL;0.18;2021-12-18 12:00:00+00:00
1639829926;-3;LOW;0.18;2021-12-18 12:18:46+00:00
1639832400;-3;NORMAL;0.21;2021-12-18 13:00:00+00:00
1639836000;-3;NORMAL;0.36;2021-12-18 14:00:00+00:00
1639839600;-3;NORMAL;0.56;2021-12-18 15:00:00+00:00
1639843200;-3;NORMAL;0.68;2021-12-18 16:00:00+00:00
1639845705;-3;HIGH;0.71;2021-12-18 16:41:45+00:00
1639846800;-3;NORMAL;0.71;2021-12-18 17:00:00+00:00
1639850400;-3;NORMAL;0.65;2021-12-18 18:00:00+00:00
1639854000;-3;NORMAL;0.55;2021-12-18 19:00:00+00:00
1639857600;-3;NORMAL;0.41;2021-12-18 20:00:00+00:00
1639861200;-3;NORMAL;0.29;2021-12-18 21:00:00+00:00
1639864800;-3;NORMAL;0.19;2021-12-18 22:00:00+00:00
1639868400;-3;NORMAL;0.1;2021-12-18 23:00:00+00:00
1639872000;-3;NORMAL;0.05;2021-12-19 00:00:00+00:00
